Freq	Zreal	Zimag
1000020	1.05302800000000	-0.0695652000000000
794355.500000000	1.07514700000000	-0.0920781000000000
630996.100000000	1.08951800000000	-0.117842100000000
501269.500000000	1.10156700000000	-0.142621800000000
398144.500000000	1.11469100000000	-0.158927200000000
316230.500000000	1.13045200000000	-0.201516100000000
251191.400000000	1.15108200000000	-0.244274500000000
199628.900000000	1.16637300000000	-0.289375200000000
158496.100000000	1.19001600000000	-0.345993400000000
125918	1.21172200000000	-0.411134700000000
100019.500000000	1.24217700000000	-0.488883100000000
79511.7200000000	1.27573800000000	-0.586759400000000
63105.4700000000	1.31525100000000	-0.708389500000000
50214.8400000000	1.36268800000000	-0.848831100000000
39902.3400000000	1.42255300000000	-1.02300400000000
31699.2200000000	1.49295500000000	-1.23427800000000
25136.7200000000	1.58056600000000	-1.49151900000000
19980.4700000000	1.68770000000000	-1.79260200000000
15878.9100000000	1.81944900000000	-2.16159900000000
12597.6600000000	1.99141000000000	-2.60803100000000
10019.5300000000	2.22088700000000	-3.12539500000000
7928.24100000000	2.50761800000000	-3.75755400000000
6307.87100000000	2.86218200000000	-4.47848200000000
5034.72200000000	3.30773800000000	-5.30952800000000
3993.05600000000	3.88128800000000	-6.26877600000000
3144.05500000000	4.66138600000000	-7.46456200000000
2519.53100000000	5.55868300000000	-8.68337100000000
2000.76200000000	6.72256700000000	-10.0852500000000
1580.66900000000	8.19465800000000	-11.6364800000000
1253.63400000000	9.96587000000000	-13.2486800000000
1000.70200000000	12.0288000000000	-14.8508100000000
790.028100000000	14.5792000000000	-16.4977900000000
628.811000000000	17.4226400000000	-17.9869000000000
502.232100000000	20.5689700000000	-19.2657900000000
400.152400000000	24.0432100000000	-20.2819600000000
315.504800000000	27.9116100000000	-20.9926500000000
252.016100000000	31.6740700000000	-21.2675000000000
200.320500000000	35.5217000000000	-21.1526300000000
158.005600000000	39.3889700000000	-20.6470100000000
125.558000000000	42.9044500000000	-19.8170100000000
99.7340000000000	46.1703200000000	-18.7718600000000
79.4491500000000	49.0532800000000	-17.5479600000000
62.9194600000000	51.6750100000000	-16.2439500000000
49.8670200000000	53.9768800000000	-14.9483500000000
38.4221300000000	56.2213000000000	-13.5755100000000
31.2500000000000	57.7936100000000	-12.5829100000000
24.9335100000000	59.3389600000000	-11.5988400000000
20.0320500000000	60.6187400000000	-10.7471000000000
15.6250000000000	62.0007600000000	-9.94252000000000
12.4667500000000	63.1021700000000	-9.31885200000000
9.97340000000000	64.0842600000000	-8.81791800000000
7.97193900000000	65.0259200000000	-8.43508100000000
6.35162600000000	65.9044000000000	-8.17737300000000
5.01336900000000	66.7475300000000	-8.06206700000000
3.98596900000000	67.4622300000000	-8.11837700000000
3.17581300000000	68.1717800000000	-8.37317800000000
2.51610300000000	68.7703200000000	-8.80077300000000
1.99553000000000	69.3479900000000	-9.56474000000000
1.58790600000000	69.9961800000000	-10.6428400000000
1.25805200000000	70.6152700000000	-12.1253000000000
0.997765000000000	71.1824000000000	-14.0643000000000
0.792744800000000	71.7901400000000	-16.5536200000000
0.629025800000000	72.4417700000000	-19.7469700000000
0.498882500000000	73.0537400000000	-23.8217100000000
0.398596900000000	73.7313200000000	-28.8013800000000
0.316723000000000	74.4893300000000	-35.2130500000000
0.251475300000000	75.3576500000000	-43.3159600000000
0.199978700000000	76.3673700000000	-53.4152900000000
0.158790600000000	77.6248900000000	-66.1226000000000
0.126008100000000	79.2929800000000	-81.5211900000000
0.100160300000000	80.7303200000000	-100.864800000000
