Voltaje	Corriente
0.789035	0.000012
0.779235	0.000010
0.769235	0.000009
0.759235	0.000008
0.749235	0.000007
0.739235	0.000006
0.729235	0.000006
0.719235	0.000005
0.709435	0.000005
0.699235	0.000004
0.689235	0.000004
0.679435	0.000004
0.669435	0.000004
0.659235	0.000003
0.649435	0.000003
0.639235	0.000003
0.629235	0.000002
0.619235	0.000002
0.609235	0.000002
0.599435	0.000002
0.589235	0.000001
0.579235	0.000001
0.569435	0.000001
0.559435	0.000001
0.549435	0.000001
0.539435	0.000001
0.529235	0.000001
0.519235	0.000000
0.509435	0.000000
0.499435	0.000000
0.489235	0.000000
0.479435	-0.000000
0.469235	0.000000
0.459435	-0.000000
0.449435	-0.000000
0.439435	-0.000000
0.429435	-0.000000
0.419435	-0.000001
0.409435	-0.000001
0.399435	-0.000001
0.389435	-0.000001
0.379435	-0.000001
0.369435	-0.000001
0.359435	-0.000001
0.349635	-0.000001
0.339435	-0.000001
0.329635	-0.000001
0.319435	-0.000001
0.309435	-0.000001
0.299635	-0.000001
0.289635	-0.000001
0.279435	-0.000002
0.269635	-0.000002
0.259635	-0.000002
0.249435	-0.000002
0.239635	-0.000002
0.229435	-0.000002
0.219435	-0.000002
0.209835	-0.000002
0.199635	-0.000002
0.189435	-0.000002
0.179435	-0.000002
0.169435	-0.000002
0.159635	-0.000002
0.149635	-0.000002
0.139635	-0.000003
0.129635	-0.000002
0.119635	-0.000002
0.109835	-0.000003
0.099835	-0.000003
0.089635	-0.000003
0.079635	-0.000003
0.069835	-0.000003
0.059435	-0.000003
0.049635	-0.000003
0.039635	-0.000003
0.029435	-0.000003
0.019635	-0.000003
0.009635	-0.000003
-0.000165	-0.000003
-0.010365	-0.000003
-0.020365	-0.000003
-0.030165	-0.000003
-0.040365	-0.000004
-0.050365	-0.000004
-0.060365	-0.000004
-0.070165	-0.000004
-0.080165	-0.000004
-0.090365	-0.000004
-0.100165	-0.000004
-0.110365	-0.000004
-0.120365	-0.000004
-0.130165	-0.000004
-0.140365	-0.000004
-0.150165	-0.000004
-0.160165	-0.000004
-0.169965	-0.000004
-0.180365	-0.000005
-0.190365	-0.000005
-0.200165	-0.000005
-0.210165	-0.000005
-0.220365	-0.000005
-0.230165	-0.000005
-0.239965	-0.000005
-0.250165	-0.000005
-0.260365	-0.000005
-0.270165	-0.000005
-0.280165	-0.000006
-0.290165	-0.000006
-0.299965	-0.000006
-0.310165	-0.000006
-0.319965	-0.000006
-0.330165	-0.000006
-0.340165	-0.000006
-0.350165	-0.000006
-0.360165	-0.000006
-0.369965	-0.000007
-0.380165	-0.000007
-0.390165	-0.000007
-0.400365	-0.000007
-0.410165	-0.000007
-0.419965	-0.000008
-0.429965	-0.000008
-0.439965	-0.000008
-0.449965	-0.000008
-0.459965	-0.000008
-0.469965	-0.000009
-0.479965	-0.000009
-0.489965	-0.000009
-0.499965	-0.000010
-0.509765	-0.000010
-0.519965	-0.000010
-0.529965	-0.000011
-0.540165	-0.000011
-0.549965	-0.000011
-0.559765	-0.000012
-0.569965	-0.000012
-0.579965	-0.000012
-0.589965	-0.000013
-0.599965	-0.000013
-0.609765	-0.000014
-0.619765	-0.000014
-0.629765	-0.000015
-0.639965	-0.000015
-0.649965	-0.000016
-0.659965	-0.000017
-0.669965	-0.000017
-0.679765	-0.000018
-0.689765	-0.000018
-0.699765	-0.000019
-0.709765	-0.000020
-0.719765	-0.000020
-0.729965	-0.000021
-0.739765	-0.000022
-0.749765	-0.000023
-0.759765	-0.000024
-0.769765	-0.000025
-0.779765	-0.000026
-0.789765	-0.000028
-0.799765	-0.000029
-0.789965	-0.000025
-0.779765	-0.000021
-0.769565	-0.000019
-0.759765	-0.000017
-0.749765	-0.000015
-0.739765	-0.000014
-0.729965	-0.000012
-0.719765	-0.000011
-0.709765	-0.000010
-0.699965	-0.000009
-0.689765	-0.000008
-0.679765	-0.000008
-0.669965	-0.000007
-0.659965	-0.000006
-0.649765	-0.000006
-0.639765	-0.000005
-0.629965	-0.000005
-0.619965	-0.000004
-0.609765	-0.000004
-0.599965	-0.000003
-0.589965	-0.000003
-0.579765	-0.000003
-0.569965	-0.000002
-0.559765	-0.000002
-0.549965	-0.000002
-0.539965	-0.000001
-0.529765	-0.000001
-0.519965	-0.000001
-0.509965	-0.000001
-0.499765	-0.000000
-0.489965	-0.000000
-0.479965	-0.000000
-0.469965	-0.000000
-0.459965	0.000000
-0.449965	0.000000
-0.440165	0.000001
-0.430165	0.000001
-0.419965	0.000001
-0.410165	0.000001
-0.399965	0.000001
-0.389965	0.000001
-0.379965	0.000001
-0.370165	0.000001
-0.359965	0.000001
-0.349965	0.000002
-0.340165	0.000002
-0.330165	0.000002
-0.320165	0.000002
-0.310165	0.000002
-0.300165	0.000002
-0.290165	0.000002
-0.280165	0.000002
-0.269965	0.000002
-0.259965	0.000002
-0.250165	0.000002
-0.240165	0.000002
-0.230165	0.000002
-0.220165	0.000002
-0.210165	0.000002
-0.200165	0.000002
-0.190165	0.000002
-0.180365	0.000002
-0.170365	0.000002
-0.160165	0.000002
-0.150365	0.000002
-0.140165	0.000002
-0.130565	0.000003
-0.120365	0.000003
-0.110365	0.000002
-0.100365	0.000003
-0.090365	0.000003
-0.080365	0.000003
-0.070365	0.000003
-0.060165	0.000003
-0.049965	0.000003
-0.040365	0.000003
-0.030365	0.000003
-0.020365	0.000003
-0.010165	0.000003
-0.000165	0.000003
0.009835	0.000003
0.019435	0.000003
0.029635	0.000003
0.039635	0.000003
0.049635	0.000003
0.059835	0.000003
0.069635	0.000003
0.079835	0.000003
0.089635	0.000003
0.099435	0.000003
0.109635	0.000003
0.119635	0.000003
0.129435	0.000003
0.139635	0.000004
0.149635	0.000004
0.159635	0.000004
0.169435	0.000004
0.179635	0.000004
0.189435	0.000004
0.199635	0.000004
0.209435	0.000004
0.219435	0.000004
0.229635	0.000004
0.239635	0.000005
0.249435	0.000005
0.259635	0.000004
0.269435	0.000005
0.279635	0.000005
0.289635	0.000005
0.299635	0.000005
0.309435	0.000005
0.319635	0.000005
0.329635	0.000005
0.339435	0.000005
0.349635	0.000005
0.359435	0.000005
0.369635	0.000005
0.379435	0.000006
0.389435	0.000006
0.399435	0.000006
0.409435	0.000006
0.419235	0.000006
0.429435	0.000006
0.439235	0.000006
0.449435	0.000006
0.459635	0.000006
0.469435	0.000007
0.479235	0.000007
0.489435	0.000007
0.499235	0.000007
0.509435	0.000007
0.519435	0.000007
0.529435	0.000008
0.539235	0.000008
0.549435	0.000008
0.559235	0.000008
0.569435	0.000008
0.579235	0.000009
0.589235	0.000008
0.599435	0.000009
0.609235	0.000009
0.619035	0.000009
0.629435	0.000009
0.639235	0.000009
0.649235	0.000010
0.659235	0.000010
0.669435	0.000010
0.679035	0.000010
0.689235	0.000011
0.699435	0.000011
0.709435	0.000011
0.719235	0.000012
0.729235	0.000012
0.739235	0.000012
0.749235	0.000012
0.759235	0.000013
0.769235	0.000013
0.779435	0.000013
0.789035	0.000014
0.799235	0.000014
