Voltaje	Corriente
0.789811	0.000021
0.779611	0.000017
0.769211	0.000014
0.759211	0.000011
0.749411	0.000009
0.739410	0.000008
0.729410	0.000006
0.719410	0.000005
0.709410	0.000004
0.699409	0.000003
0.689409	0.000002
0.679409	0.000002
0.669609	0.000001
0.659409	0.000000
0.649608	-0.000000
0.639608	-0.000001
0.629608	-0.000001
0.619408	-0.000002
0.609607	-0.000002
0.599407	-0.000002
0.589407	-0.000003
0.579607	-0.000003
0.569406	-0.000004
0.559606	-0.000004
0.549606	-0.000004
0.539406	-0.000004
0.529606	-0.000005
0.519405	-0.000005
0.509605	-0.000005
0.499605	-0.000005
0.489605	-0.000006
0.479404	-0.000006
0.469404	-0.000006
0.459604	-0.000006
0.449604	-0.000006
0.439604	-0.000006
0.429603	-0.000007
0.419403	-0.000007
0.409603	-0.000007
0.399803	-0.000007
0.389602	-0.000007
0.379602	-0.000007
0.369802	-0.000007
0.359602	-0.000007
0.349601	-0.000007
0.339801	-0.000008
0.329601	-0.000008
0.319801	-0.000008
0.309801	-0.000008
0.299600	-0.000008
0.289800	-0.000008
0.279800	-0.000008
0.269800	-0.000008
0.259799	-0.000008
0.249599	-0.000008
0.239799	-0.000008
0.229799	-0.000008
0.219799	-0.000009
0.209798	-0.000009
0.199998	-0.000009
0.189798	-0.000009
0.179998	-0.000009
0.169797	-0.000009
0.159797	-0.000009
0.149997	-0.000009
0.139997	-0.000009
0.129796	-0.000009
0.119796	-0.000009
0.109996	-0.000009
0.099796	-0.000010
0.089796	-0.000010
0.079995	-0.000010
0.069795	-0.000010
0.059795	-0.000010
0.049795	-0.000010
0.039794	-0.000010
0.029794	-0.000010
0.019994	-0.000010
0.009994	-0.000010
-0.000006	-0.000010
-0.010207	-0.000011
-0.020007	-0.000011
-0.030207	-0.000011
-0.040007	-0.000011
-0.050008	-0.000011
-0.060208	-0.000011
-0.069808	-0.000011
-0.080008	-0.000011
-0.090009	-0.000011
-0.100009	-0.000011
-0.110009	-0.000012
-0.120009	-0.000012
-0.130009	-0.000012
-0.140010	-0.000012
-0.150210	-0.000012
-0.160010	-0.000012
-0.170010	-0.000012
-0.179811	-0.000012
-0.190011	-0.000013
-0.199811	-0.000013
-0.209811	-0.000013
-0.219811	-0.000013
-0.229812	-0.000013
-0.239812	-0.000014
-0.250012	-0.000014
-0.260012	-0.000014
-0.270013	-0.000014
-0.280013	-0.000015
-0.290013	-0.000015
-0.300013	-0.000015
-0.310014	-0.000015
-0.319814	-0.000016
-0.329814	-0.000016
-0.339814	-0.000016
-0.349814	-0.000017
-0.360015	-0.000017
-0.370015	-0.000017
-0.380015	-0.000018
-0.389815	-0.000018
-0.399816	-0.000019
-0.409616	-0.000019
-0.419816	-0.000019
-0.429616	-0.000020
-0.439817	-0.000020
-0.450017	-0.000021
-0.459817	-0.000021
-0.469617	-0.000022
-0.479617	-0.000022
-0.489618	-0.000023
-0.499618	-0.000023
-0.509618	-0.000024
-0.519618	-0.000025
-0.529419	-0.000025
-0.539819	-0.000026
-0.549619	-0.000027
-0.559819	-0.000027
-0.569819	-0.000028
-0.579820	-0.000029
-0.589820	-0.000030
-0.599820	-0.000030
-0.609820	-0.000031
-0.619821	-0.000032
-0.629621	-0.000033
-0.639621	-0.000034
-0.649821	-0.000035
-0.659622	-0.000036
-0.669822	-0.000037
-0.679822	-0.000038
-0.689822	-0.000039
-0.699822	-0.000040
-0.709823	-0.000042
-0.719623	-0.000043
-0.729823	-0.000044
-0.739623	-0.000046
-0.749624	-0.000057
-0.759624	-0.000043
-0.769624	-0.000052
-0.779624	-0.000053
-0.789624	-0.000055
-0.799625	-0.000057
-0.790424	-0.000035
-0.780024	-0.000026
-0.770024	-0.000022
-0.760024	-0.000017
-0.750024	-0.000014
-0.740223	-0.000011
-0.730023	-0.000008
-0.720023	-0.000006
-0.710223	-0.000005
-0.700222	-0.000003
-0.690222	-0.000002
-0.680222	-0.000000
-0.670222	0.000001
-0.660222	0.000001
-0.650021	0.000002
-0.640221	0.000003
-0.630221	0.000004
-0.620021	0.000004
-0.610020	0.000005
-0.600220	0.000005
-0.590220	0.000006
-0.580220	0.000006
-0.570219	0.000006
-0.560219	0.000007
-0.550019	0.000007
-0.540019	0.000007
-0.530219	0.000008
-0.520018	0.000008
-0.510218	0.000008
-0.500018	0.000008
-0.490218	0.000008
-0.480017	0.000008
-0.470017	0.000009
-0.460217	0.000009
-0.450217	0.000009
-0.440016	0.000009
-0.430016	0.000009
-0.420216	0.000009
-0.410216	0.000009
-0.400416	0.000009
-0.390215	0.000009
-0.380215	0.000009
-0.370215	0.000009
-0.360215	0.000009
-0.350214	0.000010
-0.340414	0.000010
-0.330214	0.000010
-0.320414	0.000010
-0.310414	0.000010
-0.300413	0.000010
-0.290213	0.000010
-0.280213	0.000010
-0.270413	0.000010
-0.260412	0.000010
-0.250412	0.000010
-0.240212	0.000010
-0.230412	0.000010
-0.220411	0.000010
-0.210211	0.000010
-0.200611	0.000010
-0.190411	0.000010
-0.180411	0.000010
-0.170210	0.000010
-0.160410	0.000010
-0.150410	0.000010
-0.140610	0.000010
-0.130409	0.000010
-0.120409	0.000010
-0.110409	0.000010
-0.100609	0.000010
-0.090608	0.000010
-0.080408	0.000010
-0.070608	0.000010
-0.060608	0.000010
-0.050608	0.000010
-0.040607	0.000010
-0.030407	0.000010
-0.020407	0.000010
-0.010407	0.000010
-0.000406	0.000011
0.009394	0.000011
0.019394	0.000011
0.029394	0.000011
0.039594	0.000011
0.049595	0.000011
0.059395	0.000011
0.069595	0.000011
0.079395	0.000011
0.089396	0.000011
0.099396	0.000011
0.109196	0.000012
0.119196	0.000012
0.129396	0.000012
0.139197	0.000012
0.149397	0.000012
0.159397	0.000012
0.169397	0.000012
0.179398	0.000012
0.189198	0.000013
0.199398	0.000013
0.209398	0.000013
0.219399	0.000013
0.229399	0.000013
0.239399	0.000013
0.249399	0.000013
0.259199	0.000014
0.269400	0.000014
0.279400	0.000014
0.289400	0.000014
0.299200	0.000014
0.309201	0.000015
0.319201	0.000015
0.329401	0.000015
0.339401	0.000015
0.349201	0.000015
0.359202	0.000016
0.369202	0.000016
0.379202	0.000016
0.389202	0.000016
0.399203	0.000017
0.409203	0.000017
0.419203	0.000017
0.429203	0.000017
0.439203	0.000018
0.449204	0.000018
0.459204	0.000018
0.469204	0.000019
0.479204	0.000019
0.489005	0.000019
0.499205	0.000020
0.509205	0.000020
0.519205	0.000020
0.529206	0.000021
0.539206	0.000021
0.549206	0.000021
0.559206	0.000022
0.569206	0.000022
0.579007	0.000022
0.589007	0.000023
0.599207	0.000023
0.609007	0.000024
0.619008	0.000024
0.629008	0.000024
0.639208	0.000025
0.649208	0.000025
0.659009	0.000026
0.669009	0.000026
0.679209	0.000027
0.689009	0.000027
0.699009	0.000028
0.709010	0.000028
0.719010	0.000029
0.729210	0.000030
0.739210	0.000030
0.749011	0.000031
0.759011	0.000032
0.769011	0.000032
0.779011	0.000033
0.789011	0.000034
0.798812	0.000035
