Freq	Zreal	Zimag
1000020	0.844645700000000	-0.0829608000000000
794355.500000000	0.835449800000000	-0.124164100000000
630996.100000000	0.977895000000000	-0.146035900000000
501269.500000000	0.885642500000000	-0.136330600000000
398144.500000000	0.979843000000000	-0.144994600000000
316230.500000000	0.911681200000000	-0.209311000000000
251191.400000000	0.913476200000000	-0.244941400000000
199628.900000000	0.954893000000000	-0.286799500000000
158496.100000000	0.976947000000000	-0.348847700000000
125918	1.00553600000000	-0.397445500000000
100019.500000000	1.01952800000000	-0.484937400000000
79511.7200000000	1.06400000000000	-0.588600000000000
63105.4700000000	1.08391800000000	-0.723325000000000
50214.8400000000	1.14495100000000	-0.875876900000000
39902.3400000000	1.19128300000000	-1.05867700000000
31699.2200000000	1.24740000000000	-1.27499100000000
25136.7200000000	1.31759900000000	-1.54780800000000
19980.4700000000	1.39996500000000	-1.89644900000000
15878.9100000000	1.50750100000000	-2.31010000000000
12597.6600000000	1.62927400000000	-2.81982000000000
10019.5300000000	1.79985800000000	-3.41819900000000
7928.24100000000	1.98923300000000	-4.17252600000000
6307.87100000000	2.23507700000000	-5.08663000000000
5034.72200000000	2.54202500000000	-6.15219000000000
3993.05600000000	2.92672500000000	-7.48802100000000
3144.05500000000	3.44738500000000	-9.25207500000000
2519.53100000000	4.05934900000000	-11.1856100000000
2000.76200000000	4.86468700000000	-13.6083300000000
1580.66900000000	5.93036300000000	-16.5857100000000
1253.63400000000	7.29028900000000	-20.1033900000000
1000.70200000000	8.99236200000000	-24.1644500000000
790.028100000000	11.3112000000000	-29.1862900000000
628.811000000000	14.2109800000000	-34.8608400000000
502.232100000000	17.8567400000000	-41.2829500000000
400.152400000000	22.5597500000000	-48.6314200000000
315.504800000000	28.8215700000000	-57.2680300000000
252.016100000000	35.7939300000000	-65.2885100000000
200.320500000000	45.5374900000000	-75.7106900000000
158.005600000000	57.3343200000000	-85.9436800000000
125.558000000000	70.8598000000000	-95.6019000000000
99.7340000000000	86.4879100000000	-104.423500000000
79.4491500000000	104.562900000000	-111.296500000000
62.9194600000000	123.571300000000	-116.890700000000
49.8670200000000	143.256300000000	-119.915000000000
38.4221300000000	165.207700000000	-120.551700000000
31.2500000000000	182.154900000000	-119.415000000000
24.9335100000000	199.233200000000	-116.463000000000
20.0320500000000	214.767600000000	-112.784600000000
15.6250000000000	230.704300000000	-108.065200000000
12.4667500000000	243.680300000000	-103.934600000000
9.97340000000000	255.302600000000	-100.428400000000
7.97193900000000	265.692300000000	-97.5863000000000
6.35162600000000	275.368700000000	-95.9039000000000
5.01336900000000	284.728300000000	-95.7738000000000
3.98596900000000	293.114500000000	-97.5549000000000
3.17581300000000	301.071000000000	-101.425500000000
2.51610300000000	308.889900000000	-107.492100000000
1.99553000000000	312.544900000000	-115.980200000000
1.58790600000000	321.457500000000	-129.642200000000
1.25805200000000	329.659600000000	-147.579700000000
0.997765000000000	337.720200000000	-170.132300000000
0.792744800000000	344.633900000000	-197.999900000000
0.629025800000000	351.735200000000	-232.275700000000
0.498882500000000	358.462700000000	-272.775000000000
0.398596900000000	364.333600000000	-318.923500000000
0.316723000000000	371.045300000000	-374.652300000000
0.251475300000000	380.013500000000	-440.709600000000
0.199978700000000	392.282200000000	-515.872600000000
0.158790600000000	410.035400000000	-594.611300000000
0.126008100000000	431.948000000000	-660.473300000000
0.100160300000000	469.384100000000	-716.963900000000
