Voltaje	Corriente
0.789211	0.000108
0.779411	0.000085
0.769211	0.000067
0.759411	0.000053
0.749211	0.000041
0.739210	0.000031
0.729410	0.000023
0.719210	0.000015
0.709410	0.000008
0.699209	0.000003
0.689409	-0.000002
0.679409	-0.000006
0.669409	-0.000010
0.659208	-0.000013
0.649208	-0.000016
0.639408	-0.000018
0.629408	-0.000021
0.619408	-0.000023
0.609407	-0.000025
0.599607	-0.000026
0.589207	-0.000028
0.579207	-0.000029
0.569406	-0.000030
0.559406	-0.000032
0.549406	-0.000033
0.539406	-0.000034
0.529406	-0.000035
0.519405	-0.000036
0.509405	-0.000036
0.499205	-0.000037
0.489205	-0.000038
0.479404	-0.000039
0.469204	-0.000040
0.459404	-0.000040
0.449404	-0.000041
0.439404	-0.000042
0.429603	-0.000043
0.419403	-0.000043
0.409403	-0.000044
0.399403	-0.000045
0.389402	-0.000039
0.379602	-0.000047
0.369402	-0.000040
0.359402	-0.000048
0.349601	-0.000041
0.339601	-0.000049
0.329601	-0.000049
0.319601	-0.000050
0.309801	-0.000051
0.299600	-0.000052
0.289600	-0.000052
0.279600	-0.000053
0.269600	-0.000054
0.259599	-0.000054
0.249599	-0.000055
0.239799	-0.000056
0.229599	-0.000057
0.219799	-0.000057
0.209598	-0.000058
0.199598	-0.000059
0.189798	-0.000059
0.179798	-0.000060
0.169597	-0.000061
0.159597	-0.000062
0.149597	-0.000062
0.139597	-0.000063
0.129796	-0.000064
0.119796	-0.000065
0.109396	-0.000065
0.099796	-0.000066
0.089796	-0.000066
0.079595	-0.000067
0.069795	-0.000068
0.059795	-0.000068
0.049795	-0.000069
0.039794	-0.000069
0.029794	-0.000070
0.019794	-0.000071
0.009794	-0.000071
-0.000006	-0.000072
-0.010407	-0.000072
-0.020207	-0.000073
-0.030007	-0.000073
-0.040007	-0.000074
-0.050208	-0.000074
-0.060208	-0.000075
-0.070208	-0.000075
-0.080208	-0.000075
-0.090409	-0.000076
-0.100209	-0.000076
-0.110209	-0.000077
-0.120209	-0.000077
-0.130209	-0.000077
-0.140210	-0.000078
-0.150210	-0.000078
