Voltaje	Corriente
0.789235	0.000040
0.779235	0.000036
0.769435	0.000033
0.759435	0.000031
0.749235	0.000028
0.739435	0.000027
0.729435	0.000025
0.719435	0.000023
0.709435	0.000021
0.699435	0.000020
0.689435	0.000019
0.679435	0.000018
0.669235	0.000016
0.659435	0.000015
0.649435	0.000014
0.639435	0.000013
0.629435	0.000012
0.619635	0.000011
0.609235	0.000010
0.599435	0.000009
0.589435	0.000009
0.579235	0.000008
0.569435	0.000007
0.559235	0.000006
0.549435	0.000006
0.539635	0.000005
0.529435	0.000005
0.519435	0.000004
0.509435	0.000003
0.499435	0.000003
0.489435	0.000002
0.479635	0.000002
0.469435	0.000001
0.459435	0.000001
0.449635	0.000000
0.439435	-0.000000
0.429435	-0.000000
0.419635	-0.000001
0.409635	-0.000001
0.399835	-0.000002
0.389635	-0.000002
0.379635	-0.000003
0.369435	-0.000003
0.359635	-0.000003
0.349635	-0.000004
0.339635	-0.000004
0.329635	-0.000004
0.319835	-0.000005
0.309635	-0.000005
0.299835	-0.000005
0.289635	-0.000005
0.279635	-0.000006
0.269835	-0.000006
0.259835	-0.000006
0.249635	-0.000006
0.239835	-0.000007
0.229835	-0.000007
0.219835	-0.000007
0.209835	-0.000007
0.199835	-0.000008
0.189635	-0.000008
0.179635	-0.000008
0.169635	-0.000009
0.159835	-0.000009
0.149835	-0.000009
0.139835	-0.000009
0.129835	-0.000010
0.119835	-0.000010
0.109635	-0.000010
0.099835	-0.000011
0.089835	-0.000011
0.079835	-0.000011
0.069835	-0.000011
0.059635	-0.000011
0.050035	-0.000011
0.040035	-0.000012
0.029835	-0.000012
0.019835	-0.000012
0.009835	-0.000013
0.000035	-0.000013
-0.010165	-0.000013
-0.020165	-0.000013
-0.030165	-0.000014
-0.040165	-0.000014
-0.050165	-0.000014
-0.059965	-0.000015
-0.070165	-0.000015
-0.079965	-0.000015
-0.089965	-0.000016
-0.099965	-0.000016
-0.109965	-0.000016
-0.119965	-0.000017
-0.130165	-0.000017
-0.139965	-0.000017
-0.149965	-0.000017
-0.160165	-0.000018
-0.169965	-0.000018
-0.179965	-0.000018
-0.190165	-0.000019
-0.200165	-0.000019
-0.210165	-0.000019
-0.220165	-0.000020
-0.229965	-0.000020
-0.239965	-0.000020
-0.249965	-0.000021
-0.259965	-0.000021
-0.269965	-0.000022
-0.279765	-0.000022
-0.289765	-0.000022
-0.299965	-0.000023
-0.309965	-0.000023
-0.319965	-0.000024
-0.329965	-0.000025
-0.339965	-0.000025
-0.349765	-0.000025
-0.359765	-0.000026
-0.369765	-0.000027
-0.379765	-0.000027
-0.389965	-0.000028
-0.399965	-0.000028
-0.409965	-0.000029
-0.419765	-0.000029
-0.429565	-0.000030
-0.439765	-0.000031
-0.449765	-0.000031
-0.459965	-0.000032
-0.469765	-0.000033
-0.479565	-0.000033
-0.489765	-0.000035
-0.499965	-0.000035
-0.509565	-0.000036
-0.519765	-0.000037
-0.529965	-0.000038
-0.539765	-0.000038
-0.549765	-0.000039
-0.559565	-0.000040
-0.569765	-0.000041
-0.579765	-0.000042
-0.589765	-0.000043
-0.599765	-0.000044
-0.609565	-0.000045
-0.619765	-0.000046
-0.629765	-0.000047
-0.639765	-0.000047
-0.649765	-0.000049
-0.659565	-0.000049
-0.669565	-0.000051
-0.679565	-0.000051
-0.689765	-0.000053
-0.699765	-0.000054
-0.709565	-0.000055
-0.719765	-0.000056
-0.729565	-0.000058
-0.739565	-0.000059
-0.749565	-0.000059
-0.759565	-0.000061
-0.769765	-0.000062
-0.779565	-0.000065
-0.789565	-0.000066
-0.799565	-0.000068
-0.789365	-0.000059
-0.779565	-0.000053
-0.769565	-0.000049
-0.759565	-0.000044
-0.749565	-0.000042
-0.739365	-0.000037
-0.729565	-0.000035
-0.719565	-0.000032
-0.709565	-0.000030
-0.699565	-0.000028
-0.689565	-0.000026
-0.679765	-0.000024
-0.669765	-0.000023
-0.659765	-0.000021
-0.649565	-0.000019
-0.639765	-0.000018
-0.629765	-0.000016
-0.619765	-0.000015
-0.609765	-0.000014
-0.599765	-0.000013
-0.589565	-0.000012
-0.579765	-0.000011
-0.569765	-0.000010
-0.559765	-0.000009
-0.549765	-0.000008
-0.539765	-0.000007
-0.529765	-0.000006
-0.519965	-0.000006
-0.509565	-0.000005
-0.499765	-0.000004
-0.489765	-0.000003
-0.479765	-0.000003
-0.469965	-0.000002
-0.459765	-0.000002
-0.449765	-0.000001
-0.439765	-0.000000
-0.429765	0.000000
-0.419765	0.000001
-0.409765	0.000001
-0.399965	0.000002
-0.389765	0.000003
-0.379765	0.000003
-0.369765	0.000003
-0.359765	0.000004
-0.350165	0.000004
-0.339965	0.000005
-0.329965	0.000005
-0.319965	0.000005
-0.309965	0.000006
-0.299965	0.000007
-0.289965	0.000006
-0.279965	0.000007
