Voltaje	Corriente
0.789235	0.000101
0.779235	0.000093
0.769435	0.000085
0.759435	0.000079
0.749435	0.000074
0.739435	0.000069
0.729435	0.000065
0.719235	0.000059
0.709435	0.000056
0.699435	0.000052
0.689235	0.000049
0.679435	0.000046
0.669435	0.000043
0.659435	0.000040
0.649435	0.000037
0.639435	0.000035
0.629435	0.000033
0.619435	0.000030
0.609435	0.000028
0.599435	0.000026
0.589435	0.000024
0.579435	0.000022
0.569235	0.000020
0.559435	0.000019
0.549435	0.000017
0.539435	0.000015
0.529435	0.000013
0.519435	0.000012
0.509435	0.000011
0.499435	0.000010
0.489435	0.000008
0.479435	0.000007
0.469635	0.000006
0.459635	0.000005
0.449635	0.000004
0.439435	0.000003
0.429435	0.000002
0.419835	0.000001
0.409635	-0.000000
0.399635	-0.000001
0.389435	-0.000002
0.379435	-0.000003
0.369835	-0.000004
0.359435	-0.000004
0.349435	-0.000005
0.339635	-0.000006
0.329635	-0.000007
0.319635	-0.000008
0.309835	-0.000008
0.299635	-0.000009
0.289835	-0.000009
0.279835	-0.000010
0.269835	-0.000011
0.259635	-0.000012
0.249635	-0.000012
0.239635	-0.000013
0.229635	-0.000013
0.219635	-0.000014
0.209835	-0.000014
0.199635	-0.000015
0.189635	-0.000015
0.179835	-0.000016
0.169635	-0.000016
0.159635	-0.000017
0.149635	-0.000017
0.139835	-0.000018
0.129835	-0.000018
0.119835	-0.000019
0.109835	-0.000019
0.099635	-0.000019
0.089835	-0.000020
0.079635	-0.000021
0.069635	-0.000021
0.059835	-0.000021
0.049835	-0.000021
0.039835	-0.000022
0.029835	-0.000023
0.019835	-0.000023
0.009835	-0.000023
-0.000165	-0.000024
-0.010165	-0.000024
-0.019965	-0.000025
-0.029965	-0.000025
-0.040165	-0.000026
-0.049965	-0.000027
-0.060165	-0.000027
-0.070165	-0.000028
-0.080165	-0.000028
-0.090365	-0.000029
-0.100165	-0.000029
-0.109965	-0.000030
-0.120165	-0.000030
-0.130165	-0.000031
-0.140165	-0.000032
-0.149965	-0.000032
-0.159965	-0.000033
-0.169965	-0.000034
-0.179965	-0.000035
-0.190165	-0.000036
-0.199965	-0.000037
