Voltaje	Corriente
0.789235	0.000065
0.779035	0.000053
0.769235	0.000044
0.759035	0.000036
0.749235	0.000030
0.739035	0.000025
0.729035	0.000021
0.719035	0.000017
0.709235	0.000014
0.699235	0.000011
0.689235	0.000008
0.679235	0.000006
0.669235	0.000004
0.659235	0.000002
0.649235	0.000001
0.639235	-0.000001
0.629235	-0.000002
0.619235	-0.000003
0.609235	-0.000004
0.599235	-0.000005
0.589035	-0.000006
0.579235	-0.000006
0.569235	-0.000007
0.559235	-0.000008
0.549235	-0.000008
0.539435	-0.000009
0.529435	-0.000009
0.519235	-0.000010
0.509235	-0.000010
0.499235	-0.000011
0.489435	-0.000011
0.479235	-0.000011
0.469235	-0.000012
0.459435	-0.000012
0.449435	-0.000012
0.439435	-0.000013
0.429435	-0.000013
0.419235	-0.000013
0.409435	-0.000014
0.399235	-0.000013
0.389235	-0.000014
0.379235	-0.000014
0.369235	-0.000014
0.359435	-0.000014
0.349635	-0.000014
0.339435	-0.000014
0.329435	-0.000015
0.319635	-0.000015
0.309435	-0.000015
0.299635	-0.000015
0.289435	-0.000015
0.279435	-0.000015
0.269435	-0.000015
0.259435	-0.000015
0.249635	-0.000016
0.239435	-0.000016
0.229435	-0.000016
0.219435	-0.000016
0.209435	-0.000016
0.199635	-0.000016
0.189635	-0.000016
0.179635	-0.000016
0.169435	-0.000016
0.159435	-0.000016
0.149435	-0.000016
0.139635	-0.000017
0.129635	-0.000016
0.119635	-0.000017
0.109435	-0.000017
0.099435	-0.000017
0.089635	-0.000017
0.079435	-0.000017
0.069635	-0.000017
0.059835	-0.000017
0.049635	-0.000017
0.039435	-0.000017
0.029635	-0.000017
0.019635	-0.000017
0.009635	-0.000018
-0.000165	-0.000017
-0.010165	-0.000017
-0.020365	-0.000018
-0.030565	-0.000018
-0.040365	-0.000018
-0.050365	-0.000018
-0.060365	-0.000018
-0.070165	-0.000018
-0.080165	-0.000018
-0.090165	-0.000019
-0.100365	-0.000019
-0.110365	-0.000019
-0.120165	-0.000019
-0.130365	-0.000019
-0.140365	-0.000020
-0.150165	-0.000020
-0.160165	-0.000020
-0.170365	-0.000020
-0.180165	-0.000021
