Voltaje	Corriente
0.789011	0.000022
0.779011	0.000019
0.769011	0.000017
0.759211	0.000015
0.749011	0.000013
0.738810	0.000012
0.729210	0.000011
0.719210	0.000010
0.709210	0.000009
0.699209	0.000008
0.689209	0.000008
0.679009	0.000007
0.669009	0.000007
0.659009	0.000006
0.649208	0.000006
0.639408	0.000005
0.629208	0.000005
0.619008	0.000004
0.609007	0.000004
0.599007	0.000003
0.589207	0.000003
0.579207	0.000003
0.569206	0.000003
0.559006	0.000002
0.549206	0.000002
0.539206	0.000002
0.529206	0.000002
0.519205	0.000001
0.509205	0.000001
0.499205	0.000001
0.489205	0.000001
0.479204	0.000000
0.469404	0.000000
0.459204	0.000000
0.449404	-0.000000
0.439203	-0.000000
0.429203	-0.000000
0.419203	-0.000001
0.409203	-0.000001
0.399203	-0.000001
0.389202	-0.000001
0.379202	-0.000001
0.369202	-0.000001
0.359002	-0.000001
0.349201	-0.000001
0.339401	-0.000002
0.329201	-0.000002
0.319401	-0.000002
0.309201	-0.000002
0.299400	-0.000002
0.289400	-0.000002
0.279400	-0.000002
0.269400	-0.000002
0.259199	-0.000002
0.249399	-0.000002
0.239199	-0.000002
0.229399	-0.000003
0.219399	-0.000003
0.209198	-0.000003
0.199398	-0.000003
0.189398	-0.000003
0.179598	-0.000003
0.169397	-0.000003
0.159397	-0.000003
0.149397	-0.000003
0.139197	-0.000003
0.129396	-0.000003
0.119396	-0.000003
0.109396	-0.000003
0.099396	-0.000003
0.089396	-0.000004
0.079595	-0.000004
0.069595	-0.000004
0.059395	-0.000004
0.049195	-0.000004
0.039194	-0.000004
0.029594	-0.000004
0.019594	-0.000004
0.009394	-0.000004
-0.000406	-0.000004
-0.010607	-0.000004
-0.020607	-0.000004
-0.030407	-0.000004
-0.040407	-0.000004
-0.050408	-0.000004
-0.060608	-0.000004
-0.070408	-0.000005
-0.080408	-0.000005
-0.090608	-0.000005
-0.100209	-0.000005
-0.110409	-0.000005
-0.120609	-0.000005
-0.130409	-0.000005
-0.140410	-0.000005
-0.150410	-0.000005
-0.160210	-0.000006
-0.170410	-0.000006
-0.180411	-0.000006
-0.190411	-0.000006
-0.200411	-0.000006
-0.210411	-0.000007
-0.220411	-0.000007
-0.230412	-0.000007
-0.240212	-0.000007
-0.250412	-0.000008
-0.260412	-0.000008
-0.270213	-0.000008
-0.280213	-0.000009
-0.290213	-0.000009
-0.300413	-0.000009
-0.310214	-0.000009
-0.320214	-0.000010
-0.330414	-0.000010
-0.340414	-0.000010
-0.350214	-0.000011
-0.360415	-0.000011
-0.370415	-0.000011
-0.380215	-0.000012
-0.390415	-0.000012
-0.400216	-0.000012
-0.410216	-0.000013
-0.420216	-0.000013
-0.430016	-0.000013
-0.440016	-0.000014
-0.450217	-0.000014
-0.460217	-0.000014
-0.470017	-0.000015
-0.480217	-0.000015
-0.490018	-0.000015
-0.500018	-0.000016
-0.510218	-0.000016
-0.520218	-0.000017
-0.530019	-0.000017
-0.540219	-0.000018
-0.550019	-0.000018
-0.560219	-0.000019
-0.570219	-0.000019
-0.580020	-0.000020
-0.590020	-0.000020
-0.600020	-0.000021
-0.610020	-0.000021
-0.620221	-0.000022
-0.630021	-0.000022
-0.640021	-0.000023
-0.650221	-0.000024
-0.660022	-0.000024
-0.670222	-0.000025
-0.680022	-0.000026
-0.690022	-0.000027
-0.700022	-0.000027
-0.710023	-0.000028
-0.720023	-0.000029
-0.730023	-0.000030
-0.739823	-0.000031
-0.750024	-0.000032
-0.760024	-0.000033
-0.769824	-0.000034
-0.780024	-0.000035
-0.790024	-0.000037
-0.800025	-0.000038
-0.789624	-0.000031
