Voltaje	Corriente
0.789035	0.000016
0.779435	0.000014
0.769235	0.000013
0.759235	0.000012
0.749235	0.000010
0.739235	0.000010
0.729235	0.000009
0.719035	0.000008
0.709235	0.000008
0.699035	0.000007
0.689435	0.000007
0.679235	0.000006
0.669235	0.000006
0.659235	0.000006
0.649235	0.000005
0.639435	0.000004
0.629235	0.000005
0.619035	0.000004
0.609235	0.000004
0.599235	0.000003
0.589235	0.000003
0.579235	0.000003
0.569235	0.000003
0.559235	0.000002
0.549235	0.000002
0.539435	0.000002
0.529235	0.000002
0.519235	0.000002
0.509435	0.000001
0.499235	0.000001
0.489435	0.000001
0.479235	0.000001
0.469435	0.000001
0.459435	0.000001
0.449435	0.000000
0.439235	0.000001
0.429235	0.000000
0.419235	0.000000
0.409235	0.000000
0.399435	0.000000
0.389435	-0.000000
0.379235	-0.000000
0.369235	-0.000000
0.359435	-0.000000
0.349435	-0.000001
0.339635	-0.000001
0.329435	-0.000001
0.319435	-0.000001
0.309435	-0.000001
0.299635	-0.000001
0.289435	-0.000001
0.279435	-0.000001
0.269635	-0.000001
0.259435	-0.000001
0.249435	-0.000001
0.239435	-0.000001
0.229435	-0.000001
0.219435	-0.000001
0.209435	-0.000002
0.199235	-0.000001
0.189435	-0.000001
0.179635	-0.000002
0.169435	-0.000002
0.159635	-0.000002
0.149635	-0.000002
0.139635	-0.000002
0.129435	-0.000002
0.119635	-0.000002
0.109635	-0.000002
0.099435	-0.000002
0.089435	-0.000002
0.079635	-0.000002
0.069635	-0.000002
0.059835	-0.000002
0.049635	-0.000002
0.039635	-0.000002
0.029435	-0.000002
0.019635	-0.000002
0.009835	-0.000002
-0.000365	-0.000002
-0.010165	-0.000002
-0.020365	-0.000002
-0.030365	-0.000003
-0.040365	-0.000003
-0.050365	-0.000003
-0.060365	-0.000003
-0.070365	-0.000003
-0.080365	-0.000002
-0.090165	-0.000003
-0.100165	-0.000003
-0.110365	-0.000003
-0.120165	-0.000003
-0.130165	-0.000003
-0.140365	-0.000004
-0.150365	-0.000004
-0.160365	-0.000004
-0.170365	-0.000004
-0.180165	-0.000004
-0.190165	-0.000004
-0.200165	-0.000005
-0.210165	-0.000005
-0.220365	-0.000005
-0.230165	-0.000005
-0.240365	-0.000005
-0.250365	-0.000006
-0.260165	-0.000006
-0.270165	-0.000006
-0.280165	-0.000007
-0.290165	-0.000006
-0.300165	-0.000007
-0.310165	-0.000007
-0.320165	-0.000007
-0.329965	-0.000008
-0.340365	-0.000007
-0.350165	-0.000008
-0.360165	-0.000008
-0.370165	-0.000008
-0.380165	-0.000008
-0.389965	-0.000009
-0.400165	-0.000009
-0.409965	-0.000009
-0.420165	-0.000009
-0.429965	-0.000010
-0.439965	-0.000010
-0.449965	-0.000010
-0.460165	-0.000011
-0.469965	-0.000011
-0.479965	-0.000011
-0.490165	-0.000012
-0.499965	-0.000012
-0.509965	-0.000013
-0.519965	-0.000013
-0.530165	-0.000013
-0.539965	-0.000013
-0.549965	-0.000014
-0.559965	-0.000014
-0.569965	-0.000015
-0.579765	-0.000015
-0.589965	-0.000015
-0.599965	-0.000016
-0.609965	-0.000016
-0.619965	-0.000017
-0.629965	-0.000017
-0.639965	-0.000018
-0.649765	-0.000018
-0.659965	-0.000019
-0.669965	-0.000020
-0.679965	-0.000020
-0.689965	-0.000021
-0.699765	-0.000021
-0.709765	-0.000022
-0.719765	-0.000022
-0.729965	-0.000023
-0.739965	-0.000024
-0.749765	-0.000025
-0.759765	-0.000026
-0.769965	-0.000027
-0.779765	-0.000028
-0.789765	-0.000029
-0.799765	-0.000029
-0.789765	-0.000025
-0.779965	-0.000023
-0.769965	-0.000021
-0.759765	-0.000019
-0.749965	-0.000017
-0.739965	-0.000016
-0.729765	-0.000015
-0.719965	-0.000014
-0.709765	-0.000013
-0.699965	-0.000012
-0.689965	-0.000011
-0.679965	-0.000010
-0.670165	-0.000009
-0.659965	-0.000009
-0.649965	-0.000008
-0.639965	-0.000008
-0.629965	-0.000007
-0.620165	-0.000007
-0.610165	-0.000006
-0.600165	-0.000006
-0.590165	-0.000006
-0.579965	-0.000005
-0.569965	-0.000005
-0.560165	-0.000005
-0.549965	-0.000004
-0.540165	-0.000004
-0.529965	-0.000003
-0.520165	-0.000003
-0.509965	-0.000003
-0.499965	-0.000003
-0.489965	-0.000002
-0.480165	-0.000002
-0.469965	-0.000002
-0.460165	-0.000002
-0.449965	-0.000002
-0.439965	-0.000001
-0.429965	-0.000001
-0.419965	-0.000001
-0.409965	-0.000001
-0.400165	-0.000001
-0.390165	-0.000001
-0.380165	-0.000000
-0.370165	-0.000000
-0.360165	-0.000000
-0.350165	-0.000000
-0.339965	0.000000
-0.330165	0.000000
-0.320165	0.000000
-0.310165	0.000000
-0.300165	0.000000
-0.290165	0.000001
-0.280165	0.000001
-0.270165	0.000001
-0.260165	0.000001
-0.250365	0.000001
-0.240165	0.000001
-0.230165	0.000001
-0.220365	0.000001
-0.210365	0.000001
-0.200365	0.000001
-0.190165	0.000001
-0.180165	0.000001
-0.170365	0.000002
-0.160365	0.000002
-0.150365	0.000002
-0.140165	0.000002
-0.130165	0.000002
-0.120365	0.000002
-0.110365	0.000002
-0.100365	0.000002
-0.090365	0.000002
-0.080365	0.000002
-0.070365	0.000002
-0.060365	0.000002
-0.050365	0.000002
-0.040365	0.000002
-0.030365	0.000002
-0.020565	0.000002
-0.010365	0.000002
-0.000365	0.000002
0.009635	0.000002
0.019435	0.000002
0.029635	0.000002
0.039435	0.000003
0.049435	0.000002
0.059635	0.000003
0.069635	0.000002
0.079635	0.000003
0.089635	0.000003
0.099435	0.000003
0.109635	0.000003
0.119435	0.000003
0.129435	0.000003
0.139435	0.000003
0.149435	0.000003
0.159635	0.000003
0.169435	0.000004
0.179635	0.000004
0.189435	0.000004
0.199435	0.000004
0.209635	0.000005
0.219435	0.000005
0.229435	0.000005
0.239635	0.000005
0.249635	0.000005
0.259235	0.000006
0.269435	0.000006
0.279435	0.000006
0.289435	0.000006
0.299635	0.000006
0.309435	0.000007
0.319635	0.000007
0.329235	0.000007
0.339435	0.000007
0.349435	0.000008
0.359435	0.000008
0.369435	0.000008
0.379435	0.000008
0.389635	0.000008
0.399235	0.000008
0.409235	0.000009
0.419235	0.000009
0.429435	0.000009
0.439435	0.000009
0.449235	0.000010
0.459235	0.000010
0.469235	0.000010
0.479435	0.000010
0.489435	0.000011
0.499235	0.000011
0.509235	0.000011
0.519235	0.000011
0.529435	0.000011
0.539435	0.000012
0.549235	0.000012
0.559235	0.000012
0.569235	0.000013
0.579235	0.000013
0.589235	0.000013
0.599235	0.000013
0.609235	0.000014
0.619235	0.000014
0.629235	0.000014
0.639235	0.000014
0.649235	0.000015
0.659235	0.000015
0.669235	0.000015
0.679235	0.000015
0.689435	0.000016
0.699035	0.000016
0.709235	0.000016
0.719235	0.000016
0.729035	0.000017
0.739035	0.000017
0.749235	0.000017
0.759235	0.000018
0.769035	0.000018
0.779035	0.000018
0.789035	0.000019
0.799035	0.000018
