Voltaje	Corriente
0.789611	0.000029
0.779411	0.000023
0.769411	0.000020
0.759411	0.000017
0.749411	0.000015
0.739210	0.000013
0.729610	0.000011
0.719410	0.000010
0.709410	0.000009
0.699409	0.000008
0.689409	0.000007
0.679409	0.000006
0.669409	0.000006
0.659608	0.000005
0.649408	0.000004
0.639608	0.000004
0.629408	0.000003
0.619608	0.000003
0.609407	0.000003
0.599607	0.000002
0.589607	0.000002
0.579407	0.000001
0.569406	0.000001
0.559406	0.000001
0.549406	0.000001
0.539606	0.000000
0.529606	-0.000000
0.519405	-0.000000
0.509605	-0.000001
0.499405	-0.000001
0.489405	-0.000001
0.479404	-0.000001
0.469404	-0.000001
0.459604	-0.000002
0.449604	-0.000002
0.439604	-0.000002
0.429803	-0.000002
0.419603	-0.000002
0.409603	-0.000003
0.399803	-0.000003
0.389802	-0.000003
0.379602	-0.000003
0.369602	-0.000003
0.359602	-0.000003
0.349601	-0.000004
0.339601	-0.000004
0.329801	-0.000004
0.319601	-0.000004
0.309601	-0.000004
0.299600	-0.000004
0.289800	-0.000005
0.279800	-0.000005
0.269800	-0.000005
0.259799	-0.000005
0.249799	-0.000005
0.239799	-0.000005
0.229599	-0.000005
0.219799	-0.000006
0.209798	-0.000006
0.199598	-0.000006
0.189798	-0.000006
0.179598	-0.000006
0.169797	-0.000006
0.159597	-0.000006
0.149597	-0.000006
0.139797	-0.000006
0.129796	-0.000007
0.119796	-0.000007
0.109796	-0.000007
0.099596	-0.000007
0.089796	-0.000007
0.079595	-0.000007
0.069795	-0.000007
0.059995	-0.000007
0.049995	-0.000007
0.039994	-0.000007
0.029794	-0.000007
0.019994	-0.000007
0.009794	-0.000007
-0.000006	-0.000007
-0.010207	-0.000007
-0.020007	-0.000007
-0.030207	-0.000008
-0.040007	-0.000008
-0.050208	-0.000008
-0.060208	-0.000008
-0.070008	-0.000008
-0.080208	-0.000008
-0.090009	-0.000008
-0.099809	-0.000008
-0.110009	-0.000008
-0.120009	-0.000009
-0.130209	-0.000009
-0.140010	-0.000009
-0.150010	-0.000009
-0.160010	-0.000009
-0.170010	-0.000010
-0.180211	-0.000010
-0.190011	-0.000010
-0.199811	-0.000011
-0.210011	-0.000011
-0.220211	-0.000011
-0.230012	-0.000012
-0.240012	-0.000012
-0.250012	-0.000013
-0.260412	-0.000013
-0.269813	-0.000014
-0.280213	-0.000015
-0.290013	-0.000015
-0.300013	-0.000016
-0.310014	-0.000016
-0.320014	-0.000017
-0.329814	-0.000018
-0.339814	-0.000018
-0.349814	-0.000019
-0.359815	-0.000020
-0.370015	-0.000020
-0.379815	-0.000021
-0.390015	-0.000022
-0.400016	-0.000022
-0.410016	-0.000023
-0.419816	-0.000023
