Voltaje	Corriente
0.789035	0.000544
0.779035	0.000514
0.769235	0.000489
0.759235	0.000465
0.749235	0.000443
0.739435	0.000423
0.729235	0.000404
0.719435	0.000386
0.709235	0.000369
0.699235	0.000352
0.689235	0.000337
0.679235	0.000322
0.669435	0.000308
0.659235	0.000295
0.649435	0.000282
0.639435	0.000269
0.629435	0.000257
0.619235	0.000246
0.609435	0.000235
0.599235	0.000224
0.589035	0.000214
0.579235	0.000204
0.569435	0.000194
0.559435	0.000185
0.549435	0.000176
0.539435	0.000167
0.529235	0.000159
0.519435	0.000151
0.509435	0.000143
0.499435	0.000136
0.489235	0.000128
0.479235	0.000121
0.469435	0.000114
0.459435	0.000108
0.449635	0.000101
0.439635	0.000094
0.429635	0.000088
0.419435	0.000083
0.409235	0.000077
0.399435	0.000071
0.389435	0.000065
0.379435	0.000060
0.369435	0.000055
0.359435	0.000050
0.349435	0.000044
0.339435	0.000040
0.329435	0.000035
0.319635	0.000030
0.309435	0.000026
0.299635	0.000021
0.289435	0.000017
0.279435	0.000012
0.269635	0.000008
0.259435	0.000004
0.249635	-0.000000
0.239435	-0.000004
0.229435	-0.000008
0.219435	-0.000012
0.209635	-0.000016
0.199635	-0.000020
0.189435	-0.000024
0.179635	-0.000028
0.169635	-0.000031
0.159435	-0.000035
0.149435	-0.000039
0.139635	-0.000042
0.129435	-0.000046
0.119435	-0.000049
0.109635	-0.000053
0.099435	-0.000057
0.089435	-0.000060
0.079835	-0.000064
0.069835	-0.000068
0.059635	-0.000071
0.049435	-0.000075
0.039635	-0.000079
0.029835	-0.000082
0.019635	-0.000086
0.009635	-0.000090
-0.000165	-0.000094
-0.010365	-0.000097
-0.020365	-0.000101
-0.030365	-0.000105
-0.040365	-0.000109
-0.050365	-0.000113
-0.060365	-0.000117
-0.070365	-0.000121
-0.080365	-0.000125
-0.090165	-0.000129
-0.100165	-0.000134
-0.110165	-0.000138
-0.120165	-0.000142
-0.130365	-0.000147
-0.140365	-0.000151
-0.150165	-0.000155
-0.160365	-0.000160
-0.170365	-0.000164
-0.180165	-0.000169
-0.190165	-0.000174
-0.200165	-0.000179
-0.210165	-0.000184
-0.220165	-0.000189
-0.230165	-0.000194
-0.240165	-0.000198
-0.250165	-0.000204
-0.259965	-0.000209
-0.270165	-0.000214
-0.280165	-0.000220
-0.289965	-0.000225
-0.300165	-0.000230
-0.310165	-0.000235
-0.320165	-0.000241
-0.329965	-0.000247
-0.339965	-0.000253
-0.350165	-0.000258
-0.360165	-0.000264
-0.370165	-0.000270
-0.380165	-0.000276
-0.389965	-0.000282
-0.399765	-0.000288
-0.409965	-0.000295
-0.419965	-0.000301
-0.429965	-0.000307
-0.439965	-0.000314
-0.449965	-0.000320
-0.459965	-0.000327
-0.469965	-0.000334
-0.479965	-0.000341
-0.489965	-0.000347
-0.499965	-0.000355
-0.509965	-0.000361
-0.519965	-0.000369
-0.529965	-0.000376
-0.539965	-0.000384
-0.549965	-0.000391
-0.559765	-0.000398
-0.569965	-0.000406
-0.579765	-0.000415
-0.589965	-0.000422
-0.599965	-0.000430
-0.609965	-0.000439
-0.619765	-0.000447
-0.629965	-0.000456
-0.639965	-0.000465
-0.649765	-0.000474
-0.659965	-0.000483
-0.669965	-0.000493
-0.679965	-0.000502
-0.689965	-0.000511
-0.699965	-0.000521
-0.709965	-0.000531
-0.719765	-0.000542
-0.729765	-0.000553
-0.739965	-0.000564
-0.749765	-0.000575
-0.759765	-0.000587
-0.769765	-0.000598
-0.779765	-0.000611
-0.789965	-0.000623
-0.799765	-0.000637
-0.789965	-0.000589
-0.779765	-0.000552
-0.769765	-0.000520
-0.759765	-0.000492
-0.749965	-0.000467
-0.739765	-0.000443
-0.729965	-0.000421
-0.719765	-0.000402
-0.709565	-0.000383
-0.699765	-0.000364
-0.689965	-0.000348
-0.679965	-0.000332
-0.669765	-0.000317
-0.659965	-0.000303
-0.649965	-0.000289
-0.639965	-0.000276
-0.629765	-0.000263
-0.619965	-0.000251
-0.609965	-0.000240
-0.599965	-0.000229
-0.589965	-0.000219
-0.579965	-0.000208
-0.569965	-0.000199
-0.559765	-0.000189
-0.549765	-0.000180
-0.539965	-0.000171
-0.529965	-0.000163
-0.519965	-0.000155
-0.509965	-0.000147
-0.499765	-0.000140
-0.489965	-0.000132
-0.480165	-0.000125
-0.469965	-0.000118
-0.459965	-0.000111
-0.449965	-0.000105
-0.440165	-0.000098
-0.429965	-0.000092
-0.420165	-0.000086
-0.409965	-0.000081
-0.400165	-0.000075
-0.390165	-0.000069
-0.380165	-0.000063
-0.370165	-0.000058
-0.360165	-0.000053
-0.349965	-0.000048
-0.339965	-0.000043
-0.329965	-0.000038
-0.319965	-0.000033
-0.310165	-0.000029
-0.300165	-0.000024
-0.290165	-0.000020
-0.280165	-0.000015
-0.270165	-0.000011
-0.260165	-0.000007
-0.250165	-0.000003
-0.240165	0.000001
-0.230165	0.000005
-0.220165	0.000009
-0.210165	0.000013
-0.200165	0.000017
-0.190165	0.000021
-0.180365	0.000024
-0.170365	0.000028
-0.160165	0.000032
-0.149965	0.000036
-0.140165	0.000039
-0.130365	0.000043
-0.120365	0.000047
-0.110165	0.000050
-0.100365	0.000054
-0.090165	0.000058
-0.080365	0.000061
-0.070165	0.000065
-0.060165	0.000069
-0.050165	0.000072
-0.040365	0.000076
-0.030165	0.000080
-0.020365	0.000084
-0.010365	0.000088
-0.000165	0.000092
0.009835	0.000095
0.019635	0.000099
0.029635	0.000104
0.039635	0.000107
0.049635	0.000111
0.059635	0.000116
0.069835	0.000120
0.079635	0.000124
0.089635	0.000128
0.099635	0.000133
0.109635	0.000137
0.119435	0.000142
0.129635	0.000146
0.139435	0.000151
0.149635	0.000155
0.159635	0.000160
0.169635	0.000165
0.179435	0.000169
0.189635	0.000174
0.199435	0.000179
0.209435	0.000184
0.219635	0.000189
0.229435	0.000193
0.239635	0.000199
0.249635	0.000204
0.259435	0.000209
0.269435	0.000214
0.279435	0.000220
0.289435	0.000225
0.299635	0.000231
0.309435	0.000236
0.319435	0.000242
0.329435	0.000247
0.339435	0.000253
0.349435	0.000258
0.359635	0.000264
0.369635	0.000270
0.379435	0.000276
0.389235	0.000282
0.399635	0.000288
0.409435	0.000294
0.419435	0.000300
0.429235	0.000306
0.439435	0.000312
0.449435	0.000319
0.459435	0.000325
0.469235	0.000331
0.479435	0.000338
0.489435	0.000344
0.499435	0.000351
0.509235	0.000358
0.519435	0.000364
0.529235	0.000371
0.539435	0.000378
0.549435	0.000385
0.559235	0.000392
0.569235	0.000398
0.579435	0.000406
0.589435	0.000413
0.599435	0.000421
0.609235	0.000428
0.619435	0.000434
0.629235	0.000442
0.639235	0.000450
0.649435	0.000458
0.659235	0.000466
0.669435	0.000474
0.679435	0.000481
0.689235	0.000490
0.699235	0.000498
0.709235	0.000506
0.719235	0.000514
0.729235	0.000523
0.739035	0.000531
0.749235	0.000540
0.759035	0.000549
0.769435	0.000558
0.779235	0.000567
0.789035	0.000577
0.799235	0.000586
