raman_shift	CRGO090615_1	GO090615_1	GO090615_2	GO090615_3	GO090615A_1	GO090615A_2	GO090615A_3
-25.195946402683	187.199996948242	187.25	187.25	186.899993896484	186.949996948242	187	187.300003051758
-20.3336642862647	187.25	187.25	187.449996948242	187.300003051758	187.300003051758	187.399993896484	186.800003051758
-15.474018434566	188.350006103516	187.300003051758	187.449996948242	187.449996948242	187.449996948242	186.899993896484	187.100006103516
-10.6170068253035	188.899993896484	187.449996948242	187.949996948242	187.5	187.600006103516	187.100006103516	187.550003051758
-5.76262743825839	245.149993896484	192.649993896484	199.300003051758	194.399993896484	196.5	195.399993896484	193.75
-0.910878255277863	1036.94995117188	276	386.049987792969	327.899993896484	328.200012207031	312.5	306.899993896484
3.93824273973558	1244.05004882813	314.75	446.100006103516	367.549987792969	365.5	352.950012207031	361.399993896484
8.78473756081469	411.799987792969	217.600006103516	241.300003051758	226	233.449996948242	221.399993896484	216.75
13.6286082199341	194.100006103516	188.050003051758	188.100006103516	187.949996948242	188.100006103516	188	187.350006103516
18.4698567270251	188.399993896484	187.25	187.399993896484	187.300003051758	187.5	187.699996948242	187.399993896484
23.3084850899619	187.600006103516	187.399993896484	187.5	187.449996948242	187	186.899993896484	187.149993896484
28.1444953145646	186.899993896484	187.25	187.300003051758	186.899993896484	187.199996948242	187.100006103516	186.949996948242
32.9778894046175	186.75	187.050003051758	187.800003051758	187.149993896484	187.25	187.149993896484	187
37.8086693618599	187	187.25	187.550003051758	187.149993896484	186.899993896484	187.100006103516	186.850006103516
42.6368371859848	186.449996948242	187.199996948242	187.199996948242	186.949996948242	186.75	187.100006103516	187.050003051758
47.462394874657	186.550003051758	187.350006103516	186.949996948242	187.600006103516	187.300003051758	186.800003051758	186.800003051758
52.2853444234961	187	187.100006103516	187.399993896484	187.350006103516	187.350006103516	186.949996948242	186.550003051758
57.1056878260991	186.899993896484	187.300003051758	187.5	187.100006103516	187.399993896484	187.300003051758	187.050003051758
61.9234270740189	187.449996948242	187.449996948242	188.199996948242	187.800003051758	188.050003051758	187	186.899993896484
66.7385641568025	189.100006103516	187.899993896484	190.050003051758	192.100006103516	190.25	188.899993896484	188.25
71.5511010619462	192.100006103516	189.149993896484	193.149993896484	197.149993896484	193.600006103516	190.550003051758	189.949996948242
76.3610397749459	194.850006103516	189.449996948242	195.449996948242	200.399993896484	195.899993896484	191.600006103516	191.149993896484
81.1683822792673	195.449996948242	189.899993896484	197.100006103516	201.550003051758	196.75	191.850006103516	191.399993896484
85.9731305563613	196.350006103516	190.100006103516	197.949996948242	202.600006103516	196.699996948242	192.100006103516	191.550003051758
90.7752865856655	196.800003051758	190	197.899993896484	201.300003051758	197.050003051758	192.300003051758	191.5
95.5748523445957	196.199996948242	190.25	198.199996948242	202.050003051758	196.449996948242	192	191.300003051758
100.37182980858	195.399993896484	189.899993896484	198.050003051758	201.899993896484	196.699996948242	191.899993896484	191.800003051758
105.166220951017	195.25	189.699996948242	197.5	200.850006103516	196.699996948242	191.699996948242	191.850006103516
109.958027743311	195.399993896484	189.949996948242	197.149993896484	201.649993896484	197.050003051758	192	191.449996948242
114.74725215487	195.399993896484	189.850006103516	198.050003051758	201.75	196.5	192.350006103516	191.399993896484
119.533896153089	195	189.850006103516	197.600006103516	201.699996948242	196.800003051758	191.949996948242	191.600006103516
124.317961703377	195.399993896484	189.399993896484	197.300003051758	201.100006103516	197.100006103516	192	191.850006103516
129.099450769151	194.649993896484	189.75	197.350006103516	200.149993896484	196	192	191.449996948242
133.878365311822	194.25	189.5	197.050003051758	201.25	196.5	192.399993896484	191.149993896484
138.654707290835	194.800003051758	190.100006103516	196.850006103516	201.25	196.649993896484	192.25	191.149993896484
143.428478663619	194.5	189.300003051758	196.800003051758	200.550003051758	196.699996948242	192.5	192.050003051758
148.19968138565	194.75	189.399993896484	196.75	200.5	196.199996948242	191.899993896484	191.899993896484
152.968317410393	194.449996948242	189.149993896484	196.100006103516	200	196.350006103516	192	191.100006103516
157.734388689361	194.399993896484	189.649993896484	196.300003051758	200.850006103516	196.649993896484	192.25	191.600006103516
162.497897172071	193.949996948242	189.25	196.149993896484	200.149993896484	196.399993896484	191.800003051758	191.75
167.25884480607	194.199996948242	188.949996948242	195.850006103516	199.550003051758	195.649993896484	191.699996948242	190.949996948242
172.017233536947	193.399993896484	189.350006103516	196.550003051758	199.350006103516	195.350006103516	191.350006103516	191.300003051758
176.773065308303	193.649993896484	189.449996948242	195.899993896484	199.5	196.449996948242	191.949996948242	191.550003051758
181.526342061789	194.350006103516	189.550003051758	196.25	199.800003051758	196.199996948242	191.600006103516	191
186.277065737079	194.399993896484	189.399993896484	196.350006103516	199.850006103516	196.550003051758	192.25	191.25
191.025238271885	194.100006103516	189.300003051758	196	199.449996948242	196.350006103516	192.350006103516	191.199996948242
195.770861601979	194.399993896484	189.449996948242	196.550003051758	199.25	196.300003051758	191.800003051758	191.399993896484
200.51393766115	194.100006103516	189.5	196.399993896484	199.949996948242	196.25	191.949996948242	191.199996948242
205.254468381257	193.399993896484	189.600006103516	196.399993896484	199.600006103516	195.949996948242	191.550003051758	191.100006103516
209.992455692193	193.899993896484	189.149993896484	196.600006103516	199.550003051758	196.350006103516	191.5	191.300003051758
214.727901521902	193.550003051758	189.600006103516	195.850006103516	199.550003051758	196.649993896484	192.199996948242	191.699996948242
219.460807796388	193.75	189.550003051758	195.649993896484	200.350006103516	196.399993896484	191.949996948242	191.5
224.191176439708	194.199996948242	189.449996948242	195.449996948242	200.25	196.25	191.850006103516	191.149993896484
228.919009373981	193.800003051758	189.199996948242	196.149993896484	199.300003051758	195.449996948242	191.600006103516	191.199996948242
233.644308519373	194.199996948242	189.5	196.649993896484	198.449996948242	195.699996948242	191.949996948242	191.25
238.367075794133	194.149993896484	189.550003051758	195.449996948242	199.399993896484	195.949996948242	191.949996948242	191.149993896484
243.087313114556	193	189.5	196.300003051758	200.350006103516	197	191.649993896484	191.449996948242
247.805022395023	193.699996948242	189.649993896484	196.5	200.649993896484	195.600006103516	191.800003051758	191.449996948242
252.520205547974	194.199996948242	189.149993896484	196.399993896484	199.100006103516	195.699996948242	191.350006103516	191.050003051758
257.232864483922	193.75	189.100006103516	195.800003051758	199.899993896484	196	191.699996948242	191.449996948242
261.943001111464	194.25	189.350006103516	195.850006103516	199.149993896484	196.25	191.899993896484	191.350006103516
266.650617337266	194	189.399993896484	195.5	198.5	195.25	191.75	191.5
271.355715066078	194.199996948242	189.600006103516	195.800003051758	199.300003051758	195.800003051758	191.699996948242	190.850006103516
276.058296200733	194	189.399993896484	196.300003051758	199.449996948242	195.899993896484	191.25	190.800003051758
280.758362642149	194.100006103516	189.550003051758	195.649993896484	198.800003051758	196	191.699996948242	190.949996948242
285.455916289327	193.75	189.399993896484	195.550003051758	199.350006103516	195.949996948242	191.5	191.300003051758
290.150959039365	193.850006103516	189.100006103516	196	199.350006103516	195.75	191.800003051758	191.199996948242
294.84349278745	194.550003051758	189.350006103516	196	198.949996948242	196.050003051758	191.800003051758	191.449996948242
299.533519426861	194.800003051758	189.449996948242	195.699996948242	198.350006103516	196.600006103516	191.699996948242	191.149993896484
304.221040848983	193.600006103516	188.699996948242	195.050003051758	199.699996948242	197	192.649993896484	191.800003051758
308.906058943285	194.25	188.800003051758	195.449996948242	199.449996948242	196.350006103516	191.600006103516	191.399993896484
313.588575597352	194.25	189	195.649993896484	198.149993896484	195.600006103516	191.199996948242	191.300003051758
318.26859269687	194.199996948242	189.5	195.550003051758	198.800003051758	195.649993896484	191.699996948242	191.050003051758
322.946112125624	193.649993896484	189.600006103516	195.300003051758	199.199996948242	195.850006103516	191.949996948242	191.550003051758
327.621135765522	194.149993896484	189.5	195.25	199.399993896484	196.399993896484	191.850006103516	191.550003051758
332.29366549657	192.949996948242	189.300003051758	195.25	198.399993896484	195.949996948242	191.75	191.5
336.963703196896	194.300003051758	189.300003051758	195.699996948242	198.050003051758	196.300003051758	191.949996948242	191.300003051758
341.631250742738	193.850006103516	189.25	195.550003051758	199.149993896484	196.300003051758	192.199996948242	191.600006103516
346.29631000846	193.699996948242	189.649993896484	195.75	199	196.300003051758	192.050003051758	191.75
350.958882866538	194.050003051758	189.149993896484	195.5	198.199996948242	196.149993896484	191.550003051758	191.699996948242
355.618971187579	194.149993896484	189.550003051758	195.699996948242	199.100006103516	196.199996948242	191.850006103516	191.449996948242
360.276576840311	193.949996948242	188.850006103516	195.300003051758	199.25	196.100006103516	191.850006103516	192
364.931701691596	194.600006103516	189.300003051758	195.25	198.550003051758	196.050003051758	192	191.199996948242
369.584347606413	194.649993896484	189.550003051758	194.949996948242	198.699996948242	196.399993896484	192.25	191.75
374.234516447893	193.5	189.75	194.949996948242	198.75	196.5	192.25	191.75
378.882210077282	193.949996948242	189.300003051758	194.949996948242	198.649993896484	195.949996948242	191.399993896484	191.75
383.527430353975	194.149993896484	189	195.75	198.350006103516	195.550003051758	191.300003051758	191.649993896484
388.170179135511	193.75	188.899993896484	195.100006103516	198.449996948242	196.5	192.100006103516	191.649993896484
392.810458277559	193.550003051758	189.100006103516	195.149993896484	199.300003051758	196.949996948242	191.850006103516	191.75
397.448269633936	193.899993896484	189.050003051758	195.399993896484	198.649993896484	196.75	192.050003051758	191.850006103516
402.083615056608	194.199996948242	188.949996948242	194.850006103516	198.600006103516	196.350006103516	191.649993896484	191.699996948242
406.716496395692	193.600006103516	189.050003051758	195.100006103516	198.850006103516	196.449996948242	192.050003051758	191.449996948242
411.346915499453	194.100006103516	189.350006103516	194.800003051758	198.800003051758	196.199996948242	191.399993896484	191.100006103516
415.974874214308	194.949996948242	189.149993896484	195	200	196.550003051758	192.399993896484	191.899993896484
420.600374384831	194.399993896484	189.600006103516	194.800003051758	198.300003051758	196.800003051758	192	191.699996948242
425.22341785376	194.449996948242	189.050003051758	195.25	198.350006103516	195.600006103516	192.350006103516	191.75
429.844006461983	194.350006103516	189.350006103516	194.75	198.199996948242	196.199996948242	191.600006103516	191.800003051758
434.462142048558	194.300003051758	189.550003051758	195.300003051758	198.800003051758	196.300003051758	192.050003051758	192
439.077826450709	194.149993896484	189.199996948242	195.399993896484	198.199996948242	196.5	191.399993896484	191.699996948242
443.691061503823	194.699996948242	189	195.100006103516	198.100006103516	195.949996948242	192.149993896484	191.300003051758
448.301849041457	193.850006103516	189.399993896484	195.050003051758	198.800003051758	195.800003051758	191.949996948242	191.350006103516
452.910190895345	194.5	189.449996948242	195.100006103516	198.399993896484	195.600006103516	192.100006103516	192.25
457.51608889539	194.449996948242	189.399993896484	194.449996948242	199.149993896484	196.850006103516	192	191.850006103516
462.119544869668	194.550003051758	188.949996948242	194.899993896484	198.75	196.449996948242	192.100006103516	191.399993896484
466.720560644451	194.699996948242	189.5	195.100006103516	197.899993896484	195.75	191.899993896484	191.600006103516
471.31913804417	194.75	189.199996948242	195.300003051758	198.100006103516	196.100006103516	191.949996948242	191.699996948242
475.915278891453	194.050003051758	189.550003051758	195.100006103516	198.100006103516	196.300003051758	191.350006103516	191.25
480.508985007108	194.5	189.149993896484	194.850006103516	198.149993896484	196.449996948242	192.050003051758	191.75
485.100258210138	194.649993896484	189.25	194.399993896484	198.550003051758	196.649993896484	192.050003051758	191.300003051758
489.689100317725	194.600006103516	189.25	195.149993896484	198.350006103516	196.300003051758	192.199996948242	191.899993896484
494.275513145249	194.350006103516	189.050003051758	194.550003051758	197.149993896484	196.25	192.149993896484	191.649993896484
498.859498506289	194.350006103516	188.949996948242	194.949996948242	198	196.5	191.899993896484	191.300003051758
503.441058212615	194.899993896484	189.100006103516	194.75	197.25	195.699996948242	192.100006103516	190.850006103516
508.0201940742	194.25	189.199996948242	195.100006103516	197.550003051758	196.050003051758	191.300003051758	191.199996948242
512.596907899216	194.350006103516	189.199996948242	194.399993896484	198.050003051758	195.649993896484	192.149993896484	191.850006103516
517.171201494035	194	189.199996948242	194.649993896484	197.300003051758	195.75	191.75	191.25
521.743076663241	194	189.050003051758	194.699996948242	197.350006103516	195.149993896484	191.949996948242	191.649993896484
526.312535209622	193.699996948242	189.050003051758	194.550003051758	197	195.899993896484	192.149993896484	191.100006103516
530.879578934187	194.649993896484	189.149993896484	194.5	198.050003051758	195.949996948242	192.050003051758	191.75
535.444209636133	194.350006103516	188.899993896484	194.5	197.350006103516	195.800003051758	192.199996948242	191.600006103516
540.006429112901	194.449996948242	189.100006103516	195.399993896484	197.75	195.850006103516	192.050003051758	191.550003051758
544.566239160127	194.649993896484	189.149993896484	195	197.550003051758	195.449996948242	192.149993896484	191.350006103516
549.123641571676	194.5	189.149993896484	194.800003051758	197.5	195.649993896484	192.050003051758	191.949996948242
553.67863813964	194.25	189.100006103516	194.550003051758	197.149993896484	195.75	192.75	192.100006103516
558.23123065432	195.149993896484	188.899993896484	195.199996948242	197.350006103516	195.600006103516	192.100006103516	191.899993896484
562.781420904252	194.850006103516	189.100006103516	195	197.699996948242	196.449996948242	192.100006103516	191.600006103516
567.329210676192	194.949996948242	189.300003051758	195.300003051758	198.300003051758	196.199996948242	192.949996948242	191.350006103516
571.874601755145	195.199996948242	189.350006103516	195.449996948242	198	196.149993896484	192.449996948242	191.800003051758
576.417595924323	194.800003051758	189.600006103516	195.699996948242	197.300003051758	196.050003051758	192.149993896484	191.75
580.958194965195	195.199996948242	189.399993896484	195.25	197.600006103516	195.949996948242	192	192.050003051758
585.496400657452	195.149993896484	189.050003051758	195.199996948242	198.399993896484	196.350006103516	192.850006103516	192.300003051758
590.032214779033	195.300003051758	189.100006103516	194.75	197.550003051758	195.649993896484	192.100006103516	191.850006103516
594.565639106105	194.100006103516	189.550003051758	194.800003051758	197.699996948242	195.100006103516	192	191.800003051758
599.096675413101	194.75	189.300003051758	194.550003051758	196.800003051758	195.399993896484	191.75	191.199996948242
603.625325472674	194.449996948242	188.949996948242	194.949996948242	197.550003051758	195.649993896484	192.699996948242	192
608.151591055742	194.050003051758	189.649993896484	194.800003051758	197.25	195.899993896484	192.25	192.050003051758
612.675473931467	194.300003051758	189.100006103516	194.949996948242	197.25	195.550003051758	192.550003051758	191.649993896484
617.196975867262	194.449996948242	188.75	194.75	197	195.149993896484	192.399993896484	191.350006103516
621.716098628796	194	189	194.699996948242	197.149993896484	196.25	192.550003051758	191.949996948242
626.232843979997	194.100006103516	188.850006103516	194.800003051758	197.100006103516	195.899993896484	192.25	191.550003051758
630.747213683043	194.100006103516	189.600006103516	194.399993896484	196.25	195.550003051758	192.300003051758	191.75
635.259209498383	194	188.899993896484	194.350006103516	196.300003051758	195.300003051758	191.850006103516	190.850006103516
639.768833184719	193.899993896484	188.949996948242	194.050003051758	196.199996948242	195.25	192.5	191.5
644.276086499023	193.399993896484	188.75	194	196.5	195.949996948242	192.300003051758	191.350006103516
648.780971196542	193.600006103516	188.699996948242	194.399993896484	196.600006103516	195.5	192.800003051758	191.800003051758
653.283489030777	193.800003051758	189.100006103516	194.449996948242	196	195.949996948242	192.149993896484	191.699996948242
657.783641753503	193.300003051758	188.949996948242	194.5	195.899993896484	195.449996948242	192.25	191.050003051758
662.28143111478	193.100006103516	189.050003051758	193.649993896484	196.050003051758	195.350006103516	192.25	191.449996948242
666.776858862931	192.649993896484	188.600006103516	193.699996948242	195.550003051758	194.850006103516	192.5	191.550003051758
671.269926744569	193.050003051758	188.949996948242	193.600006103516	195.550003051758	194.949996948242	193	190.949996948242
675.760636504574	193.550003051758	189	193.550003051758	196.100006103516	195.600006103516	192.300003051758	191.300003051758
680.248989886117	192.600006103516	188.600006103516	193.899993896484	195.5	195.5	192.100006103516	191.449996948242
684.734988630647	193	188.899993896484	194.300003051758	196.25	195.449996948242	192.100006103516	191.199996948242
689.218634477904	193.199996948242	188.75	193.5	195.5	195	192.050003051758	190.75
693.699929165917	193.100006103516	188.550003051758	193.600006103516	195.5	195.25	192.350006103516	190.600006103516
698.178874431001	192.75	188.800003051758	193.649993896484	195.300003051758	195.75	191.649993896484	191.100006103516
702.655472007757	192.399993896484	189	193.649993896484	195.25	195.25	192.399993896484	191.300003051758
707.129723629106	192.25	188.850006103516	193.699996948242	195.149993896484	194.600006103516	192.449996948242	191.149993896484
711.601631026234	193.100006103516	189.050003051758	193.149993896484	195.5	195.350006103516	192.25	191.350006103516
716.071195928651	192.75	188.649993896484	193.100006103516	195.399993896484	195.25	191.600006103516	190.949996948242
720.538420064147	192.199996948242	189.149993896484	193.350006103516	194.899993896484	195.100006103516	191.600006103516	191.149993896484
725.003305158834	192.25	189	193.050003051758	195.149993896484	195.649993896484	191.649993896484	191.149993896484
729.465852937123	192	188.949996948242	193.100006103516	195.75	195.050003051758	192	191.199996948242
733.926065121723	191.850006103516	188.899993896484	192.850006103516	194.5	195.25	191.800003051758	191.25
738.383943433659	192.550003051758	188.75	193.399993896484	195.199996948242	194.850006103516	191.5	191
742.839489592273	192.75	188.949996948242	193.399993896484	195.5	194.800003051758	191.449996948242	190.899993896484
747.292705315212	192.350006103516	188.550003051758	193.300003051758	195.050003051758	195.850006103516	191.600006103516	190.850006103516
751.743592318439	192.5	188.949996948242	193.600006103516	195.300003051758	195.5	191.850006103516	191.399993896484
756.192152316241	192.5	188.850006103516	192.699996948242	195.550003051758	195.5	191.949996948242	191.649993896484
760.638387021219	192.350006103516	189.350006103516	193.75	195.300003051758	195.449996948242	191.899993896484	191.149993896484
765.082298144299	192.350006103516	188.800003051758	193.100006103516	195.149993896484	195.449996948242	192.25	191.149993896484
769.523887394723	192.899993896484	189.350006103516	193.850006103516	195.550003051758	195.899993896484	191.899993896484	190.5
773.963156480075	192.550003051758	189.350006103516	193.600006103516	195.449996948242	195.350006103516	191.949996948242	190.850006103516
778.400107106251	192.5	189.350006103516	193.149993896484	194.800003051758	195.699996948242	191.850006103516	190.949996948242
782.834740977482	192.550003051758	188.899993896484	192.949996948242	195.449996948242	195.350006103516	191.649993896484	191.050003051758
787.267059796333	192.800003051758	189.050003051758	193.25	196.350006103516	195.550003051758	191.600006103516	190.649993896484
791.697065263699	192.050003051758	188.649993896484	193.350006103516	196.100006103516	195.850006103516	192.25	191.800003051758
796.124759078821	192.449996948242	188.699996948242	193.149993896484	195.649993896484	195.649993896484	191.550003051758	190.800003051758
800.550142939259	192.550003051758	188.800003051758	193.550003051758	195.050003051758	195.399993896484	191.600006103516	190.75
804.973218540937	192.600006103516	188.949996948242	193.600006103516	195.350006103516	196.199996948242	192	191
809.393987578102	192.600006103516	189.300003051758	193.300003051758	195.399993896484	195.149993896484	192.25	191.5
813.812451743356	192.300003051758	189.399993896484	193.399993896484	195.149993896484	195.75	192.449996948242	191.649993896484
818.228612727638	192.449996948242	188.75	193.600006103516	195.5	195.899993896484	191.949996948242	191.399993896484
822.642472220243	192.5	188.699996948242	193.25	195.899993896484	195.149993896484	191.949996948242	191.5
827.054031908821	192.199996948242	188.75	193.149993896484	194.800003051758	195.5	191.850006103516	191.050003051758
831.463293479355	192.449996948242	188.949996948242	193.149993896484	194.550003051758	195.350006103516	191.899993896484	191.050003051758
835.8702586162	192.199996948242	189.149993896484	193.199996948242	195.75	195.600006103516	191.699996948242	190.449996948242
840.274929002067	192.050003051758	189.100006103516	193.350006103516	195.25	195.449996948242	192.25	191
844.677306318013	192.649993896484	188.850006103516	193.550003051758	195.300003051758	195.649993896484	191.699996948242	191.149993896484
849.077392243467	192.600006103516	189.100006103516	193.75	195.850006103516	195.050003051758	191.600006103516	190.899993896484
853.475188456207	191.75	188.75	193.350006103516	195.550003051758	195.399993896484	192.050003051758	191.300003051758
857.870696632398	192.25	188.699996948242	193.050003051758	195.399993896484	195.649993896484	192.75	190.949996948242
862.263918446543	192.600006103516	188.399993896484	193.550003051758	195.449996948242	196	192.25	191.100006103516
866.654855571535	191.699996948242	189	193.600006103516	195.850006103516	195.399993896484	192.25	190.899993896484
871.043509678632	191.800003051758	189.050003051758	193.25	195.350006103516	195.300003051758	192.199996948242	190.899993896484
875.429882437461	191.949996948242	188.850006103516	193.449996948242	195	195.699996948242	192	190.949996948242
879.813975516019	192.199996948242	188.800003051758	193.300003051758	195.699996948242	195.149993896484	192.300003051758	191.300003051758
884.195790580687	192.449996948242	189.050003051758	193.949996948242	195.199996948242	195.350006103516	192.050003051758	191.100006103516
888.575329296225	192.300003051758	188.800003051758	193.149993896484	195.350006103516	195.649993896484	192.300003051758	191.050003051758
892.952593325767	192.75	189	193.699996948242	195.199996948242	195.800003051758	192.350006103516	191
897.327584330836	192.600006103516	189.449996948242	193.399993896484	195.550003051758	196.100006103516	192.399993896484	190.600006103516
901.700303971331	192.75	188.949996948242	193.800003051758	196.100006103516	196.199996948242	192.050003051758	191
906.070753905546	192.75	189.050003051758	193	196.050003051758	196	192.550003051758	191.550003051758
910.438935790152	192.5	189.100006103516	194	195.800003051758	195.350006103516	192.25	191.350006103516
914.804851280223	192.699996948242	189.100006103516	193.850006103516	195.600006103516	195.75	192.199996948242	191.300003051758
919.168502029216	193	189	193.75	196.050003051758	195.850006103516	191.949996948242	191.600006103516
923.529889688984	193	189.25	193.850006103516	195.850006103516	196.199996948242	191.800003051758	191.199996948242
927.889015909781	193.050003051758	189.449996948242	193.949996948242	196.699996948242	195.949996948242	192.550003051758	191.649993896484
932.245882340245	192.949996948242	188.949996948242	193.75	196.649993896484	196.350006103516	192.350006103516	191.300003051758
936.600490627437	193.449996948242	188.899993896484	194.199996948242	196.399993896484	196.449996948242	192.699996948242	191.899993896484
940.952842416791	192.899993896484	188.850006103516	194.25	196.699996948242	195.699996948242	192.050003051758	191.300003051758
945.302939352173	193.050003051758	189.550003051758	194.600006103516	196.699996948242	196.5	192.550003051758	191.600006103516
949.650783075832	193.300003051758	189.149993896484	194.300003051758	196.949996948242	196.5	192.949996948242	191.399993896484
953.996375228437	193.300003051758	189.449996948242	194.399993896484	196.949996948242	196.399993896484	192.600006103516	191.149993896484
958.339717449066	193.199996948242	189.149993896484	194.25	196.449996948242	196.600006103516	192.449996948242	191.949996948242
962.680811375202	192.949996948242	189	194.449996948242	197.100006103516	196.800003051758	192.850006103516	192.199996948242
967.019658642742	192.949996948242	189.100006103516	194.75	197	196.649993896484	192.699996948242	192.25
971.356260886009	193.600006103516	189.600006103516	194.25	197.100006103516	196.699996948242	193.100006103516	191.550003051758
975.690619737736	193.75	189.449996948242	194.75	196.850006103516	196.899993896484	193.050003051758	192
980.022736829072	193.399993896484	189.25	194.199996948242	197.300003051758	196.850006103516	192.300003051758	191.149993896484
984.352613789584	193.5	189.649993896484	194.25	197.399993896484	197.350006103516	193.449996948242	191.949996948242
988.680252247276	194.5	189.199996948242	195.100006103516	197.100006103516	197.300003051758	192.899993896484	191.800003051758
993.005653828567	193.600006103516	189.550003051758	195.199996948242	197.899993896484	197.050003051758	193	192.199996948242
997.328820158303	194.050003051758	190.25	194.899993896484	197.800003051758	197.199996948242	193.399993896484	191.350006103516
1001.64975285976	193.949996948242	189.399993896484	195.300003051758	198.300003051758	196.5	193.399993896484	192.100006103516
1005.96845355465	194.600006103516	189.899993896484	195.199996948242	197.850006103516	197.149993896484	193.25	191.850006103516
1010.2849238631	194.25	189.300003051758	195.050003051758	198.350006103516	198	193.5	192.050003051758
1014.5991654037	193.550003051758	189.649993896484	194.949996948242	198.949996948242	198.550003051758	193.100006103516	192
1018.91117979345	194.949996948242	189.050003051758	195.949996948242	199.600006103516	197.75	193.199996948242	192.149993896484
1023.2209686478	194.699996948242	189.75	195.850006103516	198.699996948242	198.5	193.449996948242	192.850006103516
1027.52853358063	194.300003051758	189.699996948242	196	198.699996948242	198.25	193.550003051758	192.100006103516
1031.83387620428	194.300003051758	189.600006103516	196	200	198.949996948242	193.25	192.699996948242
1036.13699812953	194.699996948242	189.75	196.149993896484	199.850006103516	198.649993896484	193.600006103516	192.850006103516
1040.43790096559	195.050003051758	189.550003051758	196.25	199.800003051758	199	193.850006103516	192.75
1044.73658632013	195	190.149993896484	196.75	200.550003051758	198.75	194	192.449996948242
1049.03305579926	195.449996948242	189.949996948242	196.600006103516	200.949996948242	199.149993896484	193.899993896484	192.600006103516
1053.32731100756	194.899993896484	189.899993896484	197	200.399993896484	198.449996948242	193.649993896484	192.300003051758
1057.61935354804	195.800003051758	190.199996948242	197	201	198.800003051758	193.550003051758	192.550003051758
1061.90918502219	195.949996948242	190.300003051758	197.199996948242	201.449996948242	199.5	194.600006103516	193.25
1066.19680702993	195.25	189.5	197.699996948242	200.800003051758	199.649993896484	194	192.899993896484
1070.48222116967	195.800003051758	190	197.649993896484	201.850006103516	200.199996948242	194.199996948242	193.300003051758
1074.76542903823	196.5	189.899993896484	198.399993896484	202.850006103516	200.25	194.300003051758	192.800003051758
