Voltaje	Corriente
0.789011	0.000022
0.779011	0.000019
0.769011	0.000017
0.759011	0.000016
0.749011	0.000014
0.739010	0.000013
0.729210	0.000012
0.719010	0.000011
0.709010	0.000010
0.699009	0.000009
0.689209	0.000009
0.679009	0.000008
0.669209	0.000008
0.659208	0.000007
0.649208	0.000007
0.639208	0.000006
0.629208	0.000006
0.619408	0.000005
0.609007	0.000005
0.599007	0.000005
0.589007	0.000004
0.579007	0.000004
0.569206	0.000004
0.559206	0.000004
0.549206	0.000003
0.539206	0.000003
0.529206	0.000003
0.519005	0.000003
0.509005	0.000002
0.499205	0.000002
0.489205	0.000002
0.479204	0.000002
0.469204	0.000002
0.459204	0.000001
0.449404	0.000001
0.439203	0.000001
0.429203	0.000001
0.419203	0.000001
0.409003	0.000001
0.399203	0.000000
0.389202	0.000000
0.379202	0.000000
0.369402	-0.000000
0.359202	-0.000000
0.349201	-0.000000
0.339201	-0.000001
0.329401	-0.000001
0.319201	-0.000001
0.309401	-0.000001
0.299400	-0.000001
0.289400	-0.000001
0.279400	-0.000001
0.269400	-0.000002
0.259399	-0.000002
0.249399	-0.000002
0.239399	-0.000002
0.229199	-0.000002
0.219399	-0.000002
0.209398	-0.000002
0.199398	-0.000002
0.189398	-0.000002
0.179398	-0.000003
0.169597	-0.000003
0.159397	-0.000003
0.149397	-0.000003
0.139197	-0.000003
0.129396	-0.000003
0.119396	-0.000003
0.109396	-0.000003
0.099396	-0.000003
0.089396	-0.000003
0.079595	-0.000003
0.069595	-0.000003
0.059595	-0.000003
0.049395	-0.000003
0.039394	-0.000003
0.029594	-0.000003
0.019394	-0.000004
0.009394	-0.000004
-0.000406	-0.000004
-0.010407	-0.000004
-0.020607	-0.000004
-0.030607	-0.000004
-0.040607	-0.000004
-0.050408	-0.000004
-0.060408	-0.000004
-0.070608	-0.000004
-0.080408	-0.000004
-0.090409	-0.000004
-0.100409	-0.000005
-0.110409	-0.000005
-0.120409	-0.000005
-0.130409	-0.000005
-0.140410	-0.000005
-0.150210	-0.000005
-0.160410	-0.000006
-0.170410	-0.000006
-0.180411	-0.000006
-0.190211	-0.000007
-0.200411	-0.000007
-0.210611	-0.000007
-0.220611	-0.000008
-0.230412	-0.000008
-0.240412	-0.000009
-0.250412	-0.000009
-0.260412	-0.000009
-0.270413	-0.000010
-0.280213	-0.000010
-0.290213	-0.000011
-0.300213	-0.000011
-0.310414	-0.000012
-0.320414	-0.000012
-0.330414	-0.000013
-0.340214	-0.000013
-0.350414	-0.000014
-0.360215	-0.000014
-0.370215	-0.000015
-0.380415	-0.000015
-0.390215	-0.000016
-0.400216	-0.000016
-0.410216	-0.000017
-0.420216	-0.000017
-0.430216	-0.000017
-0.440216	-0.000018
-0.450217	-0.000018
-0.460217	-0.000018
-0.470217	-0.000019
-0.480217	-0.000019
-0.490018	-0.000020
-0.500018	-0.000020
-0.510218	-0.000020
-0.520218	-0.000021
-0.530019	-0.000021
-0.540219	-0.000021
-0.550219	-0.000022
-0.560019	-0.000022
-0.570019	-0.000022
-0.580020	-0.000023
-0.590220	-0.000023
-0.600020	-0.000024
-0.610020	-0.000024
-0.620021	-0.000025
-0.630021	-0.000025
-0.640221	-0.000026
-0.650221	-0.000026
-0.660022	-0.000027
-0.670022	-0.000027
-0.680222	-0.000028
-0.690222	-0.000028
-0.700022	-0.000029
-0.710023	-0.000029
-0.720223	-0.000030
-0.730223	-0.000031
-0.740023	-0.000032
-0.749824	-0.000032
-0.760024	-0.000033
-0.770024	-0.000034
-0.780024	-0.000035
-0.790024	-0.000036
-0.799825	-0.000037
-0.789624	-0.000030
-0.779824	-0.000026
