Voltaje	Corriente
0.789235	0.000070
0.779235	0.000060
0.769235	0.000052
0.759235	0.000046
0.749035	0.000041
0.739235	0.000037
0.729235	0.000033
0.719435	0.000029
0.709235	0.000027
0.699235	0.000024
0.689235	0.000021
0.679235	0.000020
0.669435	0.000018
0.659435	0.000016
0.649235	0.000014
0.639435	0.000013
0.629235	0.000012
0.619435	0.000011
0.609435	0.000009
0.599635	0.000008
0.589435	0.000007
0.579235	0.000006
0.569435	0.000006
0.559235	0.000005
0.549235	0.000004
0.539235	0.000004
0.529435	0.000003
0.519235	0.000002
0.509435	0.000002
0.499435	0.000001
0.489235	0.000001
0.479435	0.000000
0.469435	-0.000000
0.459435	-0.000001
0.449435	-0.000001
0.439435	-0.000001
0.429235	-0.000002
0.419235	-0.000002
0.409635	-0.000002
0.399435	-0.000003
0.389435	-0.000003
0.379435	-0.000003
0.369435	-0.000004
0.359235	-0.000004
0.349635	-0.000004
0.339435	-0.000005
0.329435	-0.000005
0.319635	-0.000005
0.309635	-0.000005
0.299635	-0.000006
0.289435	-0.000006
0.279635	-0.000006
0.269635	-0.000007
0.259635	-0.000007
0.249435	-0.000007
0.239635	-0.000007
0.229435	-0.000008
0.219635	-0.000008
0.209635	-0.000008
0.199435	-0.000008
0.189435	-0.000009
0.179635	-0.000009
0.169435	-0.000009
0.159435	-0.000009
0.149635	-0.000009
0.139835	-0.000010
0.129435	-0.000010
0.119435	-0.000010
0.109635	-0.000011
0.099635	-0.000011
0.089435	-0.000011
0.079635	-0.000011
0.069635	-0.000012
0.059635	-0.000012
0.049635	-0.000012
0.039635	-0.000012
0.029635	-0.000013
0.019635	-0.000013
0.009835	-0.000013
-0.000165	-0.000014
-0.010365	-0.000014
-0.020365	-0.000014
-0.030165	-0.000014
-0.040165	-0.000015
-0.050365	-0.000015
-0.060365	-0.000015
-0.070165	-0.000015
-0.080565	-0.000016
-0.090365	-0.000016
-0.100165	-0.000016
-0.110365	-0.000017
-0.120365	-0.000017
-0.130165	-0.000017
-0.140165	-0.000018
-0.150165	-0.000018
-0.160165	-0.000018
-0.170165	-0.000018
-0.180165	-0.000018
-0.190165	-0.000019
-0.199965	-0.000019
-0.209965	-0.000019
-0.220365	-0.000020
-0.230165	-0.000020
-0.240165	-0.000020
-0.249965	-0.000020
-0.260165	-0.000021
-0.270165	-0.000021
-0.280165	-0.000021
-0.290165	-0.000022
-0.300165	-0.000022
-0.310165	-0.000023
-0.320165	-0.000023
-0.330165	-0.000023
-0.340165	-0.000023
-0.349965	-0.000024
-0.359965	-0.000024
-0.370165	-0.000025
-0.379965	-0.000025
-0.390365	-0.000026
-0.399965	-0.000026
-0.409965	-0.000026
-0.420165	-0.000027
-0.430165	-0.000027
-0.439765	-0.000028
-0.450165	-0.000029
-0.459965	-0.000029
-0.469965	-0.000030
-0.479965	-0.000030
-0.489965	-0.000031
-0.500165	-0.000032
-0.509965	-0.000032
-0.519965	-0.000033
-0.529765	-0.000034
-0.539965	-0.000035
-0.549765	-0.000036
-0.559765	-0.000037
-0.569965	-0.000038
-0.579965	-0.000039
-0.589965	-0.000040
-0.599965	-0.000041
-0.609765	-0.000042
-0.619965	-0.000044
-0.629965	-0.000045
-0.639965	-0.000047
-0.649965	-0.000048
-0.659965	-0.000050
-0.669965	-0.000052
-0.679965	-0.000053
-0.689765	-0.000055
-0.699765	-0.000058
-0.710165	-0.000060
-0.719765	-0.000062
-0.729765	-0.000065
-0.739765	-0.000068
-0.749765	-0.000071
-0.759765	-0.000074
-0.769765	-0.000078
-0.779765	-0.000082
-0.789765	-0.000086
-0.799765	-0.000090
-0.789965	-0.000070
-0.779765	-0.000056
-0.769765	-0.000046
-0.759765	-0.000037
-0.749965	-0.000031
-0.739765	-0.000026
-0.729765	-0.000021
-0.719765	-0.000017
-0.709765	-0.000014
-0.699765	-0.000011
-0.689965	-0.000008
-0.679765	-0.000006
-0.669765	-0.000004
-0.659765	-0.000003
-0.649965	-0.000001
-0.639765	0.000000
-0.629965	0.000002
-0.619765	0.000003
-0.609765	0.000004
-0.599965	0.000004
-0.589965	0.000005
-0.579965	0.000006
-0.569965	0.000006
-0.559965	0.000007
-0.549965	0.000008
-0.539965	0.000008
-0.529965	0.000009
-0.519965	0.000009
-0.509965	0.000010
-0.500165	0.000010
-0.489965	0.000010
-0.479965	0.000011
-0.469965	0.000011
-0.460165	0.000011
-0.449965	0.000011
-0.439965	0.000012
-0.430165	0.000012
-0.419965	0.000012
-0.409965	0.000012
-0.399965	0.000012
-0.389965	0.000013
-0.380165	0.000013
-0.370165	0.000013
-0.360165	0.000013
-0.350165	0.000014
-0.339965	0.000014
-0.330165	0.000014
-0.320165	0.000014
-0.309965	0.000014
-0.300165	0.000014
-0.290165	0.000014
-0.280165	0.000015
-0.270165	0.000015
-0.260365	0.000015
-0.250165	0.000015
