Freq	Zreal	Zimag
1000020	0.873406700000000	-0.0141390000000000
794355.500000000	0.885375900000000	-0.0393413000000000
630996.100000000	0.934221400000000	-0.0578125000000000
501269.500000000	0.932813800000000	-0.100449000000000
398144.500000000	1.01145000000000	-0.0192584000000000
316230.500000000	0.964378000000000	-0.149985800000000
251191.400000000	0.987670000000000	-0.143397400000000
199628.900000000	1.02678500000000	-0.210589300000000
158496.100000000	1.03386400000000	-0.203549500000000
125918	1.07549800000000	-0.244180500000000
100019.500000000	1.08604500000000	-0.263502100000000
79511.7200000000	1.17973200000000	-0.353898000000000
63105.4700000000	1.21127700000000	-0.419333000000000
50214.8400000000	1.20870100000000	-0.424411800000000
39902.3400000000	1.28924800000000	-0.481886000000000
31699.2200000000	1.33114500000000	-0.541010900000000
25136.7200000000	1.38426200000000	-0.609828500000000
19980.4700000000	1.43765500000000	-0.692170900000000
15878.9100000000	1.48344800000000	-0.798617500000000
12597.6600000000	1.55166100000000	-0.928983300000000
10019.5300000000	1.61646700000000	-1.08018600000000
7928.24100000000	1.69375500000000	-1.27029600000000
6307.87100000000	1.77304800000000	-1.51236500000000
5034.72200000000	1.86326500000000	-1.78883000000000
3993.05600000000	1.97524700000000	-2.14222900000000
3144.05500000000	2.11814100000000	-2.58990500000000
2519.53100000000	2.27856500000000	-3.09392600000000
2000.76200000000	2.48128200000000	-3.72399900000000
1580.66900000000	2.74100300000000	-4.50200600000000
1253.63400000000	3.06587700000000	-5.43149200000000
1000.70200000000	3.41287700000000	-6.38793900000000
790.028100000000	3.80690500000000	-7.49914600000000
628.811000000000	4.34848900000000	-8.88776500000000
502.232100000000	5.01693200000000	-10.5319600000000
400.152400000000	5.83453600000000	-12.4605100000000
315.504800000000	6.89609900000000	-14.8582700000000
252.016100000000	8.09784200000000	-17.5023100000000
200.320500000000	9.57082000000000	-20.6857900000000
158.005600000000	11.3554100000000	-24.5066900000000
125.558000000000	13.3226900000000	-28.8531300000000
99.7340000000000	15.6315300000000	-34.0502600000000
79.4491500000000	18.7328800000000	-39.5249000000000
62.9194600000000	21.9486300000000	-46.8471700000000
49.8670200000000	25.7633100000000	-55.6099400000000
38.4221300000000	30.8905800000000	-67.5139700000000
31.2500000000000	36.0034600000000	-78.7850600000000
24.9335100000000	43.3071200000000	-93.1958800000000
20.0320500000000	51.9239200000000	-109.731100000000
15.6250000000000	64.5370100000000	-131.552300000000
12.4667500000000	79.3531000000000	-154.213900000000
9.97340000000000	97.8391000000000	-178.902600000000
7.97193900000000	120.854600000000	-205.285900000000
6.35162600000000	149.025800000000	-232.549400000000
5.01336900000000	183.261000000000	-260.086500000000
3.98596900000000	220.485700000000	-284.966300000000
3.17581300000000	259.822100000000	-307.654200000000
2.51610300000000	301.815800000000	-325.459300000000
1.99553000000000	342.180600000000	-338.467500000000
1.58790600000000	384.914900000000	-357.909900000000
1.25805200000000	427.586700000000	-373.634600000000
0.997765000000000	468.570800000000	-386.505000000000
0.792744800000000	505.455000000000	-399.829300000000
0.629025800000000	539.565100000000	-414.745900000000
0.498882500000000	570.423500000000	-432.496100000000
0.398596900000000	597.086100000000	-453.396100000000
0.316723000000000	621.607700000000	-479.099600000000
0.251475300000000	645.569500000000	-509.178600000000
0.199978700000000	670.419300000000	-542.705700000000
0.158790600000000	695.831500000000	-579.456700000000
0.126008100000000	725.559900000000	-611.172600000000
0.100160300000000	754.487400000000	-637.280500000000
